modul,komoditas,varietas,no_sk,tahun,golongan,kode_http,url_tautan_putus
db-vardaf,Semangka,Fujio,132/Kpts/SR.120/D.2.7/12/2017,2017,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4778.pdf
db-vardaf,Cabai Keriting,CK 22530,107/Kpts/SR.120/D.2.7/9/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4603.pdf
db-vardaf,Cabai Rawit,Gatra Putih,108/Kpts/SR.120/D.2.7/9/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4604.pdf
db-vardaf,Kacang Panjang,Gatra Hitam,109/Kpts/SR.120/D.2.7/9/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4605.pdf
db-vardaf,Kentang,RGH 01,110/Kpts/SR.120/D.2.7/9/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4606.pdf
db-vardaf,Labu,LA 1557,111/Kpts/SR.120/D.2.7/9/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4607.pdf
db-vardaf,Mentimun,B 8.4,112/Kpts/SR.120/D.2.7/9/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4608.pdf
db-vardaf,Mentimun,Litsa 1,113/Kpts/SR.120/D.2.7/9/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4609.pdf
db-vardaf,Mentimun,Litsa 2,114/Kpts/SR.120/D.2.7/9/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4610.pdf
db-vardaf,Terong,TT 1466,115/Kpts/SR.120/D.2.7/9/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4611.pdf
db-vardaf,Kacang Buncis,BU 6311,116/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4612.pdf
db-vardaf,Kacang Buncis,BU ASA 016,117/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4613.pdf
db-vardaf,Jagung Manis,Karmina,119/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4615.pdf
db-vardaf,Kacang Panjang,KP 1000,120/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4616.pdf
db-vardaf,Melon,ME 1699,122/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4618.pdf
db-vardaf,Mentimun,KE 31359,123/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4619.pdf
db-vardaf,Mentimun,Rieza,124/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4620.pdf
db-vardaf,Paria,PA 100 C,125/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4621.pdf
db-vardaf,Sawi hijau,Kometa,126/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4622.pdf
db-vardaf,Semangka,AG 01,127/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4623.pdf
db-vardaf,Tomat,TO 75077,128/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4624.pdf
db-vardaf,Bayam,MBBA 01,129/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4625.pdf
db-vardaf,Blewah,BISI BW 01,130/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4626.pdf
db-vardaf,Kacang Buncis,MBBC 01,131/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4627.pdf
db-vardaf,Kacang Buncis,MBBC 02,132/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4628.pdf
db-vardaf,Sawi hijau,MBCS 01,133/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4629.pdf
db-vardaf,Jagung Manis,Royal 76,135/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4631.pdf
db-vardaf,Jagung Manis,Royal Sweet,136/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4632.pdf
db-vardaf,Jagung Pulut Manis,WXBi13001,137/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4633.pdf
db-vardaf,Jagung Pulut Manis,WXBi13003,138/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4634.pdf
db-vardaf,Oyong / Gambas,GBH 302,139/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4635.pdf
db-vardaf,Oyong / Gambas,Radya,140/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4636.pdf
db-vardaf,Paria,Agatha,141/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4637.pdf
db-vardaf,Paria,Rangga,142/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4638.pdf
db-vardaf,Sawi hijau,Juwita 01,143/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4639.pdf
db-vardaf,Slada,BISI SL 02,144/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4640.pdf
db-vardaf,Semangka,IN 01,145/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4641.pdf
db-vardaf,Semangka,MBSL 02,146/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4642.pdf
db-vardaf,Tomat,EION,147/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4643.pdf
db-vardaf,Tomat,MBTO 02,148/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4644.pdf
db-vardaf,Tomat,TO 15307,149/Kpts/SR.120/D.2.7/12/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4645.pdf
db-vardaf,Cabai Besar,CB 4805,001/Kpts/SR.120/D.2.7/1/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4497.pdf
db-vardaf,Jagung Manis,JM 3165,002/Kpts/SR.120/D.2.7/1/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4498.pdf
db-vardaf,Jagung Manis,Kimmie,003/Kpts/SR.120/D.2.7/1/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4499.pdf
db-vardaf,Semangka,DeV,004/Kpts/SR.120/D.2.7/1/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4500.pdf
db-vardaf,Semangka,Hokkyna,005/Kpts/SR.120/D.2.7/1/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4501.pdf
db-vardaf,Semangka,SS 2865,006/Kpts/SR.120/D.2.7/1/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4502.pdf
db-vardaf,Melon,Golden Star,007/Kpts/SR.120/D.2.7/1/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4503.pdf
db-vardaf,Melon,Jitu,008/Kpts/SR.120/D.2.7/1/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4504.pdf
db-vardaf,Oyong / Gambas,Gamanis,009/Kpts/SR.120/D.2.7/1/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4505.pdf
db-vardaf,Oyong / Gambas,Sigodo,010/Kpts/SR.120/D.2.7/1/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4506.pdf
db-vardaf,Tomat,Agnes,011/Kpts/SR.120/D.2.7/1/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4507.pdf
db-vardaf,Tomat,Deva,012/Kpts/SR.120/D.2.7/1/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4508.pdf
db-vardaf,Tomat,Nobela,013/Kpts/SR.120/D.2.7/1/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4509.pdf
db-vardaf,Cabai Besar,CB 67318,014/Kpts/SR.120/D.2.7/2/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4510.pdf
db-vardaf,Jagung Manis,Baruna,016/Kpts/SR.120/D.2.7/2/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4512.pdf
db-vardaf,Kacang Panjang,Sabrina,018/Kpts/SR.120/D.2.7/2/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4514.pdf
db-vardaf,Kangkung,Rajawali,019/Kpts/SR.120/D.2.7/2/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4515.pdf
db-vardaf,Oyong / Gambas,OY 2266,020/Kpts/SR.120/D.2.7/2/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4516.pdf
db-vardaf,Semangka,Medali,021/Kpts/SR.120/D.2.7/2/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4517.JPG
db-vardaf,Semangka,Payata,022/Kpts/SR.120/D.2.7/2/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4518.pdf
db-vardaf,Tomat,TO 11622,023/Kpts/SR.120/D.2.7/2/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4519.pdf
db-vardaf,Tomat,TO 12281,024/Kpts/SR.120/D.2.7/2/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4520.pdf
db-vardaf,Jagung Manis,13ES900,025/Kpts/SR.120/D.2.7/3/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4521.pdf
db-vardaf,Jagung Manis,14ES901,026/Kpts/SR.120/D.2.7/3/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4522.pdf
db-vardaf,Mentimun,Timundo 19,027/Kpts/SR.120/D.2.7/3/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4523.pdf
db-vardaf,Mentimun,Timundo 20,028/Kpts/SR.120/D.2.7/3/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4524.pdf
db-vardaf,Cabai Besar,AFN CB 01,029/Kpts/SR.120/D.2.7/4/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4525.pdf
db-vardaf,Cabai Besar,AFN CB 02,030/Kpts/SR.120/D.2.7/4/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4526.pdf
db-vardaf,Cabai Rawit,Hiyung,031/Kpts/SR.120/D.2.7/4/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4527.pdf
db-vardaf,Jagung Manis,JM 3181,032/Kpts/SR.120/D.2.7/4/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4528.pdf
db-vardaf,Melon,ME 2092,033/Kpts/SR.120/D.2.7/4/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4529.pdf
db-vardaf,Mentimun,KE 1002,034/Kpts/SR.120/D.2.7/4/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4530.pdf
db-vardaf,Mentimun,KE 4723,035/Kpts/SR.120/D.2.7/4/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4531.pdf
db-vardaf,Mentimun,KE 4761,036/Kpts/SR.120/D.2.7/4/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4532.pdf
db-vardaf,Mentimun,KE 4769,037/Kpts/SR.120/D.2.7/4/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4533.pdf
db-vardaf,Mentimun,KE 5288,038/Kpts/SR.120/D.2.7/4/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4534.pdf
db-vardaf,Oyong / Gambas,OY 987,039/Kpts/SR.120/D.2.7/4/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4535.pdf
db-vardaf,Tomat,TJHL 9115,041/Kpts/SR.120/D.2.7/4/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4537.pdf
db-vardaf,Tomat,TO 14309,042/Kpts/SR.120/D.2.7/4/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4538.pdf
db-vardaf,Tomat,TO 22310,043/Kpts/SR.120/D.2.7/4/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4539.pdf
db-vardaf,Bawang Merah,Lansuna,044/Kpts/SR.120/D.2.7/5/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4540.pdf
db-vardaf,Bawang Merah,Tajuk,045/Kpts/SR.120/D.2.7/5/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4541.pdf
db-vardaf,Cabai Keriting,CK 648,046/Kpts/SR.120/D.2.7/5/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4542.pdf
db-vardaf,Cabai Keriting,ENNO 1069,047/Kpts/SR.120/D.2.7/5/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4543.pdf
db-vardaf,Cabai Rawit,CF 3255,048/Kpts/SR.120/D.2.7/5/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4544.pdf
db-vardaf,Cabai Rawit,ENNO 1433,049/Kpts/SR.120/D.2.7/5/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4545.pdf
db-vardaf,Cabai Rawit,ENNO 1434,050/Kpts/SR.120/D.2.7/5/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4546.pdf
db-vardaf,Kacang Panjang,Prana,051/Kpts/SR.120/D.2.7/5/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4547.pdf
db-vardaf,Kacang Panjang,WSKP 1021,052/Kpts/SR.120/D.2.7/5/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4548.pdf
db-vardaf,Kacang Panjang,WSKP 1022,053/Kpts/SR.120/D.2.7/5/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4549.pdf
db-vardaf,Melon,Manika,059/Kpts/SR.120/D.2.7/5/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4555.pdf
db-vardaf,Mentimun,Sabda,060/Kpts/SR.120/D.2.7/5/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4556.pdf
db-vardaf,Mentimun,WSBB 12,061/Kpts/SR.120/D.2.7/5/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4557.pdf
db-vardaf,Mentimun,WSPH 42,062/Kpts/SR.120/D.2.7/5/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4558.pdf
db-vardaf,Sawi Sendok/Pak Choi,PC 2300,063/Kpts/SR.120/D.2.7/5/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4559.pdf
db-vardaf,Sawi hijau,SA 764,064/Kpts/SR.120/D.2.7/5/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4560.pdf
db-vardaf,Semangka,SE 039,065/Kpts/SR.120/D.2.7/5/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4561.pdf
db-vardaf,Semangka,SS 3290,066/Kpts/SR.120/D.2.7/5/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4562.pdf
db-vardaf,Semangka,SS 3314,067/Kpts/SR.120/D.2.7/5/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4563.pdf
db-vardaf,Terong,ENNO 1446,068/Kpts/SR.120/D.2.7/5/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4564.pdf
db-vardaf,Tomat,TO 970,069/Kpts/SR.120/D.2.7/5/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4565.pdf
db-vardaf,Cabai Keriting,Bemeri,070/Kpts/SR.120/D.2.7/6/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4566.pdf
db-vardaf,Cabai Keriting,WI 054,071/Kpts/SR.120/D.2.7/6/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4567.pdf
db-vardaf,Kacang Panjang,AGB KP NBL 69,072/Kpts/SR.120/D.2.7/6/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4568.pdf
db-vardaf,Kacang Panjang,MBKP 505,073/Kpts/SR.120/D.2.7/6/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4569.pdf
db-vardaf,Kacang Panjang,MBKP 1202,074/Kpts/SR.120/D.2.7/6/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4570.pdf
db-vardaf,Pepaya,MIBA,075/Kpts/SR.120/D.2.7/6/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4571.pdf
db-vardaf,Sawi putih / Petsai,Siola,076/Kpts/SR.120/D.2.7/6/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4572.pdf
db-vardaf,Semangka,Prime,077/Kpts/SR.120/D.2.7/6/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4573.pdf
db-vardaf,Melon,YSME 097,080/Kpts/SR.120/D.2.7/7/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4576.pdf
db-vardaf,Mentimun,YSKE 788,081/Kpts/SR.120/D.2.7/7/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4577.pdf
db-vardaf,Paria,YSPA 095,082/Kpts/SR.120/D.2.7/7/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4578.pdf
db-vardaf,Semangka,SE 3440,083/Kpts/SR.120/D.2.7/7/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4579.pdf
db-vardaf,Semangka,SS 2942,084/Kpts/SR.120/D.2.7/7/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4580.pdf
db-vardaf,Semangka,TF TW NWS 14,085/Kpts/SR.120/D.2.7/7/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4581.pdf
db-vardaf,Terong,Pontia,086/Kpts/SR.120/D.2.7/7/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4582.pdf
db-vardaf,Tomat,Absolut,087/Kpts/SR.120/D.2.7/7/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4583.pdf
db-vardaf,Tomat,TF TO 5314,088/Kpts/SR.120/D.2.7/7/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4584.pdf
db-vardaf,Tomat,TO 7789,089/Kpts/SR.120/D.2.7/7/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4585.pdf
db-vardaf,Kacang Panjang,KP 820,090/Kpts/SR.120/D.2.7/8/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4586.pdf
db-vardaf,Kentang,DAYANG SUMBI AGRIHORTI,091/Kpts/SR.120/D.2.7/8/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4587.pdf
db-vardaf,Kentang,Sangkuriang Agrihorti,092/Kpts/SR.120/D.2.7/8/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4588.pdf
db-vardaf,Melon,FR 628,093/Kpts/SR.120/D.2.7/8/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4589.pdf
db-vardaf,Melon,FR 772,094/Kpts/SR.120/D.2.7/8/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4590.pdf
db-vardaf,Mentimun,KE 4383,095/Kpts/SR.120/D.2.7/8/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4591.pdf
db-vardaf,Paria,PA 16347,096/Kpts/SR.120/D.2.7/8/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4592.pdf
db-vardaf,Semangka,SE 194,097/Kpts/SR.120/D.2.7/8/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4593.pdf
db-vardaf,Terong,TP 2804,098/Kpts/SR.120/D.2.7/8/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4594.pdf
db-vardaf,Tomat,MGTO 01,099/Kpts/SR.120/D.2.7/8/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4595.pdf
db-vardaf,Cabai Besar,CB 8686,101/Kpts/SR.120/D.2.7/9/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4597.pdf
db-vardaf,Kacang Panjang,Temon,102/Kpts/SR.120/D.2.7/9/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4598.pdf
db-vardaf,Paria,Quadra,103/Kpts/SR.120/D.2.7/9/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4599.pdf
db-vardaf,Tomat Rampai,Sikam,104/Kpts/SR.120/D.2.7/9/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4600.pdf
db-vardaf,Tomat,TO 22309,105/Kpts/SR.120/D.2.7/9/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4601.pdf
db-vardaf,Cabai Keriting,CK 20175,106/Kpts/SR.120/D.2.7/9/2016,2016,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4602.pdf
db-vardaf,Cabai Besar,GSG 6,001/Kpts/SR.120/D.2.7/1/2015,2015,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4317.pdf
db-vardaf,Cabai Besar,GSG 13,002/Kpts/SR.120/D.2.7/1/2015,2015,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4319.pdf
db-vardaf,Jagung Manis,Prisa,003/Kpts/SR.120/D.2.7/1/2015,2015,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4320.pdf
db-vardaf,Jagung Manis,Fania,004/Kpts/SR.120/D.2.7/1/2015,2015,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4321.pdf
db-vardaf,Slada,LE 1889,005/Kpts/SR.120/D.2.7/1/2015,2015,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4322.pdf
db-vardaf,Terong,AGB TEU 0106,011/Kpts/SR.120/D.2.7/2/2015,2015,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4324.pdf
db-vardaf,Terong,AGB TEP 0310,012/Kpts/SR.120/D.2.7/2/2015,2015,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4325.pdf
db-vardaf,Cabai Rawit,MHANU,013/Kpts/SR.120/D.2.7/2/2015,2015,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4326.pdf
db-vardaf,Cabai Besar,Anies IPB,008/Kpts/SR.120/D.2.7/2/2015,2015,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4327.pdf
db-vardaf,Jagung Manis,SC 8811,010/Kpts/SR.120/D.2.7/2/2015,2015,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4328.pdf
db-vardaf,Paria,MC 2604,014/Kpts/SR.120/D.2.7/2/2015,2015,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4329.pdf
db-vardaf,Paria,MC 669,015/Kpts/SR.120/D.2.7/2/2015,2015,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/4330.pdf
