provinsi,kabupaten,kecamatan,kode_kabupaten,bpp,bpp_kanonik,poktan,penyuluh_pns,penyuluh_p3k,penyuluh_thl,penyuluh_swadaya,penyuluh_swasta,penyuluh_total
"JAWA TENGAH","PURBALINGGA","KEMANGKON","3303","BPP Kecamatan Kemangkon","Kecamatan Kemangkon","193","4","6","0","19","0","29"
"JAWA TENGAH","PURBALINGGA","KERTANEGARA","3303","BPP Kecamatan Kertanegara","Kecamatan Kertanegara","100","4","0","0","11","0","15"
"JAWA TENGAH","PURBALINGGA","KUTASARI","3303","BPP Kecamatan Kutasari","Kecamatan Kutasari","132","4","6","0","16","0","26"
"JAWA TENGAH","PURBALINGGA","MREBET","3303","BPP Mrebet District","Mrebet District","121","3","7","0","23","0","33"
"JAWA TENGAH","PURBALINGGA","PADAMARA","3303","BPP Kecamatan Padamara","Kecamatan Padamara","81","6","4","0","13","0","23"
"JAWA TENGAH","PURBALINGGA","PENGADEGAN","3303","BPP Kecamatan Pengadegan","Kecamatan Pengadegan","82","5","1","0","9","0","15"
"JAWA TENGAH","PURBALINGGA","PURBALINGGA","3303","BPP Kecamatan Purbalingga","Kecamatan Purbalingga","56","6","1","0","7","0","14"
"JAWA TENGAH","PURBALINGGA","REMBANG","3303","BPP Kecamatan Rembang","Kecamatan Rembang","102","3","5","0","17","0","25"
"JAWA TENGAH","PURWOREJO","BAGELEN","3306","BPK Bagelen","BPK Bagelen","155","4","2","2","8","0","16"
"JAWA TENGAH","PURWOREJO","BANYUURIP","3306","BPK Banyuurip","BPK Banyuurip","180","3","3","1","12","0","19"
"JAWA TENGAH","PURWOREJO","BAYAN","3306","BPK Bayan","BPK Bayan","181","3","2","0","7","0","12"
"JAWA TENGAH","PURWOREJO","BENER","3306","BPK Bener","BPK Bener","289","7","3","0","5","0","15"
"JAWA TENGAH","PURWOREJO","BRUNO","3306","BPP Kecamatan Bruno","Kecamatan Bruno","165","5","2","2","2","0","11"
"JAWA TENGAH","PURWOREJO","BUTUH","3306","BPK Butuh","BPK Butuh","150","5","1","3","10","0","19"
"JAWA TENGAH","PURWOREJO","GEBANG","3306","BPK Gebang","BPK Gebang","169","4","2","3","5","0","14"
"JAWA TENGAH","PURWOREJO","GRABAG","3306","BPK Grabag","BPK Grabag","166","4","3","1","9","0","17"
"JAWA TENGAH","PURWOREJO","KALIGESING","3306","BPK KALIGESING","BPK Kaligesing","289","4","2","0","6","0","12"
"JAWA TENGAH","PURWOREJO","KEMIRI","3306","BPK Kemiri","BPK Kemiri","218","2","2","5","10","0","19"
"JAWA TENGAH","PURWOREJO","KUTOARJO","3306","BPP Kutoarjo","Kutoarjo","164","4","1","3","29","0","37"
"JAWA TENGAH","PURWOREJO","LOANO","3306","BPK Loano","BPK Loano","148","4","2","1","5","0","12"
"JAWA TENGAH","PURWOREJO","NGOMBOL","3306","BPK Ngombol","BPK Ngombol","237","6","3","3","36","0","48"
"JAWA TENGAH","PURWOREJO","PITURUH","3306","BPK Pituruh","BPK Pituruh","303","6","2","2","8","0","18"
"JAWA TENGAH","PURWOREJO","PURWODADI","3306","BPP Purwodadi","Purwodadi","214","6","2","3","10","0","21"
"JAWA TENGAH","PURWOREJO","PURWOREJO","3306","BPK Purworejo","BPK Purworejo","147","4","2","2","6","0","14"
"JAWA TENGAH","REMBANG","BULU","3317","BPP BULU","Bulu","130","3","5","0","4","0","12"
"JAWA TENGAH","REMBANG","GUNEM","3317","BPP GUNEM","Gunem","103","4","3","0","4","0","11"
"JAWA TENGAH","REMBANG","KALIORI","3317","BPP KALIORI","Kaliori","104","3","4","0","4","0","11"
"JAWA TENGAH","REMBANG","KRAGAN","3317","BPP KRAGAN","Kragan","144","2","3","0","4","0","9"
"JAWA TENGAH","REMBANG","LASEM","3317","BPP KECAMATAN LASEM","Kecamatan Lasem","110","3","3","0","4","0","10"
"JAWA TENGAH","REMBANG","PAMOTAN","3317","BPP PAMOTAN","Pamotan","147","1","10","0","4","0","15"
"JAWA TENGAH","REMBANG","PANCUR","3317","BPP PANCUR","Pancur","125","2","4","0","3","0","9"
"JAWA TENGAH","REMBANG","REMBANG","3317","BPP REMBANG","Rembang","147","3","5","0","4","0","12"
"JAWA TENGAH","REMBANG","SALE","3317","BPP SALE","Sale","171","4","4","0","4","0","12"
"JAWA TENGAH","REMBANG","SARANG","3317","BPP SARANG","Sarang","147","3","5","0","3","0","11"
"JAWA TENGAH","REMBANG","SEDAN","3317","BPP SEDAN","Sedan","202","2","5","0","3","0","10"
"JAWA TENGAH","REMBANG","SLUKE","3317","BPP SLUKE","Sluke","86","1","4","0","3","0","8"
"JAWA TENGAH","REMBANG","SULANG","3317","BPP SULANG","Sulang","144","5","6","0","4","0","15"
"JAWA TENGAH","REMBANG","SUMBER","3317","BPP SUMBER","Sumber","154","1","9","0","4","0","14"
"JAWA TENGAH","SEMARANG","AMBARAWA","3322","BPP Ambarawa","Ambarawa","79","2","3","0","8","0","13"
"JAWA TENGAH","SEMARANG","BANCAK","3322","BPP Bancak","Bancak","66","2","2","0","5","0","9"
"JAWA TENGAH","SEMARANG","BANDUNGAN","3322","BPP Bandungan","Bandungan","118","3","3","0","4","0","10"
"JAWA TENGAH","SEMARANG","BANYUBIRU","3322","BPP Banyubiru","Banyubiru","133","1","7","0","5","0","13"
"JAWA TENGAH","SEMARANG","BAWEN","3322","BPP Bawen","Bawen","70","1","4","0","5","0","10"
"JAWA TENGAH","SEMARANG","BERGAS","3322","BPP Bergas","Bergas","76","2","4","0","4","0","10"
"JAWA TENGAH","SEMARANG","BRINGIN","3322","BPP Bringin","Bringin","131","2","4","0","6","0","12"
"JAWA TENGAH","SEMARANG","GETASAN","3322","BPP Getasan","Getasan","238","4","3","0","4","0","11"
"JAWA TENGAH","SEMARANG","JAMBU","3322","BPP Jambu","Jambu","95","2","5","0","5","0","12"
"JAWA TENGAH","SEMARANG","KALIWUNGU","3322","BPP Kaliwungu","Kaliwungu","114","1","4","0","5","0","10"
"JAWA TENGAH","SEMARANG","PABELAN","3322","BPP Pabelan","Pabelan","137","2","3","0","5","0","10"
"JAWA TENGAH","SEMARANG","PRINGAPUS","3322","BPP Pringapus","Pringapus","88","3","4","0","5","0","12"
"JAWA TENGAH","SEMARANG","SUMOWONO","3322","BPP Sumowono","Sumowono","151","1","5","0","4","0","10"
"JAWA TENGAH","SEMARANG","SURUH","3322","BPP Suruh","Suruh","129","2","3","0","6","0","11"
"JAWA TENGAH","SEMARANG","SUSUKAN","3322","BPP Susukan","Susukan","141","1","5","0","6","0","12"
"JAWA TENGAH","SEMARANG","TENGARAN","3322","BPP Tengaran","Tengaran","130","1","4","0","10","0","15"
"JAWA TENGAH","SEMARANG","TUNTANG","3322","BPP Tuntang","Tuntang","114","3","4","0","4","0","11"
"JAWA TENGAH","SEMARANG","UNGARAN BARAT","3322","BPP Ungaran Barat","Ungaran Barat","97","2","5","0","4","0","11"
"JAWA TENGAH","SEMARANG","UNGARAN TIMUR","3322","BPP Ungaran Timur","Ungaran Timur","81","4","3","0","5","0","12"
"JAWA TENGAH","SRAGEN","GEMOLONG","3314","BPP Wijaya Kusuma Gemolong","Wijaya Kusuma Gemolong","102","1","4","0","14","0","19"
"JAWA TENGAH","SRAGEN","GESI","3314","BPP Gesi","Gesi","55","1","3","0","7","0","11"
"JAWA TENGAH","SRAGEN","GONDANG","3314","BPP Gondang","Gondang","121","3","5","0","9","0","17"
"JAWA TENGAH","SRAGEN","JENAR","3314","BPP Kecamatan Jenar","Kecamatan Jenar","132","1","4","0","7","0","12"
"JAWA TENGAH","SRAGEN","KALIJAMBE","3314","BPP Kalijambe","Kalijambe","104","1","4","0","14","0","19"
"JAWA TENGAH","SRAGEN","KARANGMALANG","3314","BPP Sasono Among Tani Karangmalang","Sasono Among Tani Karangmalang","68","3","3","0","10","0","16"
"JAWA TENGAH","SRAGEN","KEDAWUNG","3314","BPP Karya Kismo Kedawung","Karya Kismo Kedawung","116","2","4","0","10","0","16"
"JAWA TENGAH","SRAGEN","MASARAN","3314","BPP Panti Mertani Masaran","Panti Mertani Masaran","105","4","3","0","13","0","20"
"JAWA TENGAH","SRAGEN","MIRI","3314","BPP Miri","Miri","124","1","4","0","12","0","17"
"JAWA TENGAH","SRAGEN","MONDOKAN","3314","BPP Mandiro Noto Mondokan","Mandiro Noto Mondokan","108","1","3","0","9","0","13"
"JAWA TENGAH","SRAGEN","NGRAMPAL","3314","BPP Ngrampal","Ngrampal","91","1","4","0","12","0","17"
"JAWA TENGAH","SRAGEN","PLUPUH","3314","BPP Condrodimuko Plupuh","Condrodimuko Plupuh","97","3","6","0","22","0","31"
"JAWA TENGAH","SRAGEN","SAMBIREJO","3314","BPP Sasana Krida Tani Sambirejo","Sasana Krida Tani Sambirejo","72","1","4","0","9","0","14"
"JAWA TENGAH","SRAGEN","SAMBUNG MACAN","3314","BPP Sunan Kalijaga Sambungmacan","Sunan Kalijaga Sambungmacan","81","2","3","0","11","0","16"
"JAWA TENGAH","SRAGEN","SIDOHARJO","3314","BPP Sidoharjo","Sidoharjo","83","3","2","0","11","0","16"
"JAWA TENGAH","SRAGEN","SRAGEN","3314","BPP Wisma Tani","Wisma Tani","49","4","1","0","8","0","13"
"JAWA TENGAH","SRAGEN","SUKODONO","3314","BPP Pragolopati Sukodono","Pragolopati Sukodono","106","2","3","0","19","0","24"
"JAWA TENGAH","SRAGEN","SUMBERLAWANG","3314","BPP Sumberlawang","Sumberlawang","188","1","3","0","11","0","15"
"JAWA TENGAH","SRAGEN","TANGEN","3314","BPP Sarwo Mukti Tangen","Sarwo Mukti Tangen","111","1","4","0","7","0","12"
"JAWA TENGAH","SRAGEN","TANON","3314","BPP Tanon","Tanon","150","2","5","0","16","0","23"
"JAWA TENGAH","SUKOHARJO","BAKI","3311","BPP Baki","Baki","84","5","2","0","1","0","8"
"JAWA TENGAH","SUKOHARJO","BENDOSARI","3311","BPP Bendosari","Bendosari","132","3","3","0","11","0","17"
"JAWA TENGAH","SUKOHARJO","BULU","3311","BPP Bulu","Bulu","94","2","4","0","10","0","16"
"JAWA TENGAH","SUKOHARJO","GATAK","3311","BPP Gatak","Gatak","68","3","4","0","3","0","10"
"JAWA TENGAH","SUKOHARJO","GROGOL","3311","BPP Grogol","Grogol","93","4","1","0","4","0","9"
"JAWA TENGAH","SUKOHARJO","KARTASURA","3311","BPP Kartasura","Kartasura","48","1","3","0","3","0","7"
"JAWA TENGAH","SUKOHARJO","MOJOLABAN","3311","BPP Mojolaban","Mojolaban","114","4","4","0","6","0","14"
"JAWA TENGAH","SUKOHARJO","NGUTER","3311","BPP Nguter","Nguter","162","5","3","0","16","0","24"
"JAWA TENGAH","SUKOHARJO","POLOKARTO","3311","BPP POLOKARTO","Polokarto","164","5","5","0","9","0","19"
"JAWA TENGAH","SUKOHARJO","SUKOHARJO","3311","BPP Sukoharjo","Sukoharjo","113","3","6","0","9","0","18"
"JAWA TENGAH","SUKOHARJO","TAWANGSARI","3311","BPP Tawangsari","Tawangsari","110","4","3","0","9","0","16"
"JAWA TENGAH","SUKOHARJO","WERU","3311","BPP Weru","Weru","138","4","2","1","9","0","16"
"JAWA TENGAH","TEGAL","ADIWERNA","3328","BPP Kecamatan Adiwerna","Kecamatan Adiwerna","83","3","2","0","18","0","23"
"JAWA TENGAH","TEGAL","BALAPULANG","3328","BPP Kecamatan Balapulang","Kecamatan Balapulang","93","1","4","0","3","0","8"
"JAWA TENGAH","TEGAL","BOJONG","3328","BPP Kecamatan Bojong","Kecamatan Bojong","135","1","5","0","12","0","18"
"JAWA TENGAH","TEGAL","BUMIJAWA","3328","BPP Kecamatan Bumijawa","Kecamatan Bumijawa","136","2","4","0","4","0","10"
"JAWA TENGAH","TEGAL","DUKUHTURI","3328","BPP Kecamatan Dukuhturi","Kecamatan Dukuhturi","65","4","1","0","4","0","9"
"JAWA TENGAH","TEGAL","DUKUHWARU","3328","BPP Kecamatan Dukuhwaru","Kecamatan Dukuhwaru","63","2","2","0","10","0","14"
"JAWA TENGAH","TEGAL","JATINEGARA","3328","BPP Kecamatan Jatinegara","Kecamatan Jatinegara","96","2","3","0","19","0","24"
"JAWA TENGAH","TEGAL","KEDUNG BANTENG","3328","BPP Kecamatan Kedungbanteng","Kecamatan Kedungbanteng","98","2","3","0","9","0","14"
"JAWA TENGAH","TEGAL","KRAMAT","3328","BPP Kecamatan Kramat","Kecamatan Kramat","94","4","2","0","14","0","20"
"JAWA TENGAH","TEGAL","LEBAKSIU","3328","BPP Kecamatan Lebaksiu","Kecamatan Lebaksiu","115","3","3","0","8","0","14"
"JAWA TENGAH","TEGAL","MARGASARI","3328","BPP Kecamatan Margasari","Kecamatan Margasari","90","3","2","0","7","0","12"
"JAWA TENGAH","TEGAL","PAGERBARANG","3328","BPP Kecamatan Pagerbarang","Kecamatan Pagerbarang","87","5","1","0","3","0","9"
"JAWA TENGAH","TEGAL","PANGKAH","3328","BPP Kecamatan Pangkah","Kecamatan Pangkah","116","5","4","0","6","0","15"
"JAWA TENGAH","TEGAL","SLAWI","3328","BPP Kecamatan Slawi","Kecamatan Slawi","36","2","2","0","4","0","8"
"JAWA TENGAH","TEGAL","SURADADI","3328","BPP Kecamatan Suradadi","Kecamatan Suradadi","170","5","2","0","6","0","13"
"JAWA TENGAH","TEGAL","TALANG","3328","BPP Kecamatan Talang","Kecamatan Talang","45","1","3","0","5","0","9"
"JAWA TENGAH","TEGAL","TARUB","3328","BPP Kecamatan Tarub","Kecamatan Tarub","92","3","2","0","8","0","13"
"JAWA TENGAH","TEGAL","WARUREJA","3328","BPP Kecamatan Warureja","Kecamatan Warureja","96","4","2","0","1","0","7"
"JAWA TENGAH","TEMANGGUNG","BANSARI","3323","BPP SINDORO","Sindoro","197","8","1","0","13","0","22"
"JAWA TENGAH","TEMANGGUNG","BEJEN","3323","BPP Bejen","Bejen","133","6","3","0","5","0","14"
"JAWA TENGAH","TEMANGGUNG","BULU","3323","BPP Meteor Sumbing","Meteor Sumbing","235","4","3","0","23","0","30"
"JAWA TENGAH","TEMANGGUNG","CANDIROTO","3323","BPP Candiroto","Candiroto","183","5","2","0","23","0","30"
"JAWA TENGAH","TEMANGGUNG","GEMAWANG","3323","Balai Penyuluhan Pertanian Gemawang","Gemawang","199","4","2","0","12","0","18"
"JAWA TENGAH","TEMANGGUNG","JUMO","3323","BPP Kecamatan Jumo","Kecamatan Jumo","101","3","3","0","11","0","17"
"JAWA TENGAH","TEMANGGUNG","KALORAN","3323","BP Griya Among Tani Kec. Kaloran","BP Griya Among Tani Kec. Kaloran","153","5","3","0","9","0","17"
"JAWA TENGAH","TEMANGGUNG","KANDANGAN","3323","BPP Kandangan","Kandangan","183","4","4","0","10","0","18"
"JAWA TENGAH","TEMANGGUNG","KEDU","3323","BPP Kecamatan Kedu","Kecamatan Kedu","161","3","3","0","10","0","16"
"JAWA TENGAH","TEMANGGUNG","KLEDUNG","3323","BPP Kecamatan Kledung","Kecamatan Kledung","206","3","3","0","33","0","39"
"JAWA TENGAH","TEMANGGUNG","KRANGGAN","3323","BPP Sugeng Rawuh Kec. Kranggan","Sugeng Rawuh Kec. Kranggan","204","4","3","0","12","0","19"
"JAWA TENGAH","TEMANGGUNG","NGADIREJO","3323","BPP Ngadirejo","Ngadirejo","260","3","5","0","25","0","33"
"JAWA TENGAH","TEMANGGUNG","PARAKAN","3323","Balai Penyuluhan Pertanian Bambu Runcing","Bambu Runcing","150","4","3","0","12","0","19"
"JAWA TENGAH","TEMANGGUNG","PRINGSURAT","3323","BPP Kec. Pringsurat","Kec. Pringsurat","151","4","2","0","14","0","20"
"JAWA TENGAH","TEMANGGUNG","SELOPAMPANG","3323","BPP Kecamatan Selopampang","Kecamatan Selopampang","125","6","2","0","8","0","16"
"JAWA TENGAH","TEMANGGUNG","TEMANGGUNG","3323","BPP Temanggung","Temanggung","155","7","2","0","25","0","34"
"JAWA TENGAH","TEMANGGUNG","TEMBARAK","3323","BPP Tembarak","Tembarak","171","3","3","0","13","0","19"
"JAWA TENGAH","TEMANGGUNG","TLOGOMULYO","3323","BPP KECAMATAN TLOGOMULYO","Kecamatan Tlogomulyo","132","2","4","0","5","0","11"
"JAWA TENGAH","TEMANGGUNG","TRETEP","3323","BPP Kecamatan Tretep","Kecamatan Tretep","171","5","1","0","8","0","14"
"JAWA TENGAH","TEMANGGUNG","WONOBOYO","3323","BPP Wahana Mitra Tani","Wahana Mitra Tani","162","3","3","0","6","0","12"
"JAWA TENGAH","WONOGIRI","BATURETNO","3312","BPP Istana Tani","Istana Tani","114","0","5","0","21","0","26"
"JAWA TENGAH","WONOGIRI","BATUWARNO","3312","BPP Petani Makmur","Petani Makmur","80","1","2","0","8","0","11"
"JAWA TENGAH","WONOGIRI","BULUKERTO","3312","BPP Bulukerto","Bulukerto","49","1","3","0","10","0","14"
"JAWA TENGAH","WONOGIRI","EROMOKO","3312","BPP Taru Harjo","Taru Harjo","172","2","3","0","15","0","20"
"JAWA TENGAH","WONOGIRI","GIRIMARTO","3312","BPP Girimarto","Girimarto","117","1","4","0","17","0","22"
"JAWA TENGAH","WONOGIRI","GIRITONTRO","3312","BPP Giritontro","Giritontro","101","1","1","0","7","0","9"
"JAWA TENGAH","WONOGIRI","GIRIWOYO","3312","BPP Harjaning Tani","Harjaning Tani","149","1","4","0","16","0","21"
"JAWA TENGAH","WONOGIRI","JATIPURNO","3312","BPP Jatipurno","Jatipurno","72","1","3","0","11","0","15"
"JAWA TENGAH","WONOGIRI","JATIROTO","3312","BPP Jatiroto","Jatiroto","75","1","3","0","15","0","19"
"JAWA TENGAH","WONOGIRI","JATISRONO","3312","BPP Hesti Martani","Hesti Martani","91","1","7","0","20","0","28"
"JAWA TENGAH","WONOGIRI","KARANGTENGAH","3312","BPP Rumah Hijau","Rumah Hijau","75","1","2","0","5","0","8"
"JAWA TENGAH","WONOGIRI","KISMANTORO","3312","BPP Belik Legi","Belik Legi","72","1","3","1","10","0","15"
"JAWA TENGAH","WONOGIRI","MANYARAN","3312","BPP Sukma Bantala","Sukma Bantala","105","2","2","0","10","0","14"
"JAWA TENGAH","WONOGIRI","NGADIROJO","3312","BPP Ngadirojo","Ngadirojo","151","1","6","0","30","0","37"
"JAWA TENGAH","WONOGIRI","NGUNTORONADI","3312","BPP Beji Indah","Beji Indah","102","1","3","0","14","0","18"
"JAWA TENGAH","WONOGIRI","PARANGGUPITO","3312","BPP PARANGGUPITO","Paranggupito","95","1","3","0","8","0","12"
"JAWA TENGAH","WONOGIRI","PRACIMANTORO","3312","BPP Mintoharjo","Mintoharjo","177","2","5","0","30","0","37"
"JAWA TENGAH","WONOGIRI","PUHPELEM","3312","BPP Dlisem","Dlisem","45","1","2","0","6","0","9"
"JAWA TENGAH","WONOGIRI","PURWANTORO","3312","BPP Purwantoro","Purwantoro","97","2","5","0","15","0","22"
"JAWA TENGAH","WONOGIRI","SELOGIRI","3312","BPP Dewi Sri","Dewi Sri","96","2","5","0","11","0","18"
"JAWA TENGAH","WONOGIRI","SIDOHARJO","3312","BPP Sidoharjo","Sidoharjo","89","2","4","0","12","0","18"
"JAWA TENGAH","WONOGIRI","SLOGOHIMO","3312","BPP Slogohimo","Slogohimo","83","2","3","0","18","0","23"
"JAWA TENGAH","WONOGIRI","TIRTOMOYO","3312","BPP Pertinggen","Pertinggen","148","0","4","0","14","0","18"
"JAWA TENGAH","WONOGIRI","WONOGIRI","3312","BPP Mondromino","Mondromino","104","4","4","0","12","0","20"
"JAWA TENGAH","WONOGIRI","WURYANTORO","3312","BPP Wuryantoro","Wuryantoro","107","1","2","0","8","0","11"
"JAWA TENGAH","WONOSOBO","","3307","BPP Angestitani","Angestitani","10","","","","","",""
"JAWA TENGAH","WONOSOBO","GARUNG","3307","BPP Marsuditani","Marsuditani","147","4","4","0","11","0","19"
"JAWA TENGAH","WONOSOBO","KALIBAWANG","3307","BPP Mitratani","Mitratani","75","1","5","0","5","0","11"
"JAWA TENGAH","WONOSOBO","KALIKAJAR","3307","BPP Amongtani","Amongtani","164","5","4","0","6","0","15"
"JAWA TENGAH","WONOSOBO","KALIWIRO","3307","BPP Citra Tani","Citra Tani","171","4","4","0","7","0","15"
"JAWA TENGAH","WONOSOBO","KEJAJAR","3307","BPP Angestitani","Angestitani","178","4","5","0","0","0","9"
"JAWA TENGAH","WONOSOBO","KEPIL","3307","BPP Pandutani","Pandutani","132","3","6","0","5","0","14"
"JAWA TENGAH","WONOSOBO","KERTEK","3307","BPP Kertomartani","Kertomartani","163","1","8","0","9","0","18"
"JAWA TENGAH","WONOSOBO","LEKSONO","3307","BPP Binatani","Binatani","83","2","4","0","13","0","19"
"JAWA TENGAH","WONOSOBO","MOJOTENGAH","3307","BPP Mojomartani","Mojomartani","137","2","5","0","8","0","15"
"JAWA TENGAH","WONOSOBO","SAPURAN","3307","BPP Puramartani","Puramartani","107","4","5","0","14","0","23"
"JAWA TENGAH","WONOSOBO","SELOMERTO","3307","BPP Sumberjaya","Sumberjaya","127","4","5","0","7","0","16"
"JAWA TENGAH","WONOSOBO","SUKOHARJO","3307","BPK Sukoharjo","BPK Sukoharjo","94","2","4","0","17","0","23"
"JAWA TENGAH","WONOSOBO","WADASLINTANG","3307","BPK Wadaslintang","BPK Wadaslintang","102","3","5","0","0","0","8"
"JAWA TENGAH","WONOSOBO","WATUMALANG","3307","BPP Wahana Tani","Wahana Tani","179","3","5","0","20","0","28"
"JAWA TENGAH","WONOSOBO","WONOSOBO","3307","BPP Sri Handayani","Sri Handayani","96","4","5","0","0","0","9"
"JAWA TIMUR","BANGKALAN","","3526","BPP Bangkalan","Bangkalan","10","","","","","",""
"JAWA TIMUR","BANGKALAN","AROSBAYA","3526","BPP Arosbaya","Arosbaya","79","1","2","0","3","0","6"
"JAWA TIMUR","BANGKALAN","BANGKALAN","3526","BPP Bangkalan","Bangkalan","48","4","3","0","5","0","12"
"JAWA TIMUR","BANGKALAN","BLEGA","3526","BPP Blega","Blega","100","1","2","0","2","0","5"
"JAWA TIMUR","BANGKALAN","BURNEH","3526","BPP Burneh","Burneh","116","3","2","0","2","0","7"
"JAWA TIMUR","BANGKALAN","GALIS","3526","BPP Galis","Galis","112","2","3","0","5","0","10"
"JAWA TIMUR","BANGKALAN","GEGER","3526","BPP Geger","Geger","104","1","2","1","2","0","6"
"JAWA TIMUR","BANGKALAN","KAMAL","3526","BPP Kamal","Kamal","29","2","3","0","3","0","8"
"JAWA TIMUR","BANGKALAN","KLAMPIS","3526","BPP Klampis","Klampis","77","2","2","0","8","0","12"
"JAWA TIMUR","BANGKALAN","KOKOP","3526","BPP Kokop","Kokop","66","1","2","0","2","0","5"
"JAWA TIMUR","BANGKALAN","KONANG","3526","BPP Konang","Konang","65","1","2","0","3","0","6"
"JAWA TIMUR","BANGKALAN","KWANYAR","3526","BPP Kwanyar","Kwanyar","64","1","2","0","2","0","5"
"JAWA TIMUR","BANGKALAN","LABANG","3526","BPP Labang","Labang","48","1","1","0","2","0","4"
"JAWA TIMUR","BANGKALAN","MODUNG","3526","BPP Modung","Modung","87","1","2","0","14","0","17"
"JAWA TIMUR","BANGKALAN","SEPULU","3526","BPP SEPULU","Sepulu","56","1","3","0","15","0","19"
"JAWA TIMUR","BANGKALAN","SOCAH","3526","BPP Socah","Socah","83","1","3","0","6","0","10"
"JAWA TIMUR","BANGKALAN","TANAH MERAH","3526","BPP TANAH MERAH","Tanah Merah","115","3","3","0","2","0","8"
"JAWA TIMUR","BANGKALAN","TANJUNGBUMI","3526","BPP Tanjung Bumi","Tanjung Bumi","73","1","2","0","4","0","7"
"JAWA TIMUR","BANGKALAN","TRAGAH","3526","BPP Tragah","Tragah","69","1","4","0","5","0","10"
"JAWA TIMUR","BANYUWANGI","BANGOREJO","3510","BPP BANGOREJO","Bangorejo","68","1","3","3","1","0","8"
"JAWA TIMUR","BANYUWANGI","BANYUWANGI","3510","BPP GIRI","Giri","15","0","0","0","0","0","0"
"JAWA TIMUR","BANYUWANGI","BLIMBINGSARI","3510","BPP ROGOJAMPI","Rogojampi","46","0","0","0","0","0","0"
"JAWA TIMUR","BANYUWANGI","CLURING","3510","BPP CLURING","Cluring","107","1","3","2","1","0","7"
"JAWA TIMUR","BANYUWANGI","GAMBIRAN","3510","BPP GENTENG","Genteng","70","0","0","0","0","0","0"
"JAWA TIMUR","BANYUWANGI","GENTENG","3510","BPP GENTENG","Genteng","49","2","4","2","5","0","13"
"JAWA TIMUR","BANYUWANGI","GIRI","3510","BPP GIRI","Giri","31","3","2","2","2","0","9"
"JAWA TIMUR","BANYUWANGI","GLAGAH","3510","BPP GLAGAH","Glagah","47","1","8","4","2","0","15"
"JAWA TIMUR","BANYUWANGI","GLENMORE","3510","BPP KALIBARU","Kalibaru","70","0","0","2","0","0","2"
"JAWA TIMUR","BANYUWANGI","KABAT","3510","BPP KABAT","Kabat","55","3","5","3","1","0","12"
"JAWA TIMUR","BANYUWANGI","KALIBARU","3510","BPP KALIBARU","Kalibaru","60","1","2","3","2","0","8"
"JAWA TIMUR","BANYUWANGI","KALIPURO","3510","BPP KALIPURO","Kalipuro","54","2","2","1","1","0","6"
"JAWA TIMUR","BANYUWANGI","LICIN","3510","BPP GLAGAH","Glagah","57","0","0","0","0","0","0"
"JAWA TIMUR","BANYUWANGI","MUNCAR","3510","BPP MUNCAR","Muncar","67","1","4","1","2","0","8"
"JAWA TIMUR","BANYUWANGI","PESANGGARAN","3510","BPP Pesanggaran","Pesanggaran","45","2","2","1","2","0","7"
"JAWA TIMUR","BANYUWANGI","PURWOHARJO","3510","BPP PURWOHARJO","Purwoharjo","81","1","4","2","1","0","8"
"JAWA TIMUR","BANYUWANGI","ROGOJAMPI","3510","BPP ROGOJAMPI","Rogojampi","45","2","5","3","2","0","12"
"JAWA TIMUR","BANYUWANGI","SEMPU","3510","BPP SEMPU","Sempu","61","1","4","2","1","0","8"
"JAWA TIMUR","BANYUWANGI","SILIRAGUNG","3510","BPP SILIRAGUNG","Siliragung","43","3","0","2","1","0","6"
"JAWA TIMUR","BANYUWANGI","SINGOJURUH","3510","BPP SINGOJURUH","Singojuruh","57","0","4","2","1","0","7"
"JAWA TIMUR","BANYUWANGI","SONGGON","3510","BPP SONGGON","Songgon","88","1","3","3","1","0","8"
"JAWA TIMUR","BANYUWANGI","SRONO","3510","BPP SRONO","Srono","66","1","3","1","1","0","6"
"JAWA TIMUR","BANYUWANGI","TEGALDLIMO","3510","BPP TEGALDLIMO","Tegaldlimo","112","1","4","3","1","0","9"
"JAWA TIMUR","BANYUWANGI","TEGALSARI","3510","BPP TEGALSARI","Tegalsari","70","2","3","2","1","0","8"
"JAWA TIMUR","BANYUWANGI","WONGSOREJO","3510","BPP WONGSOREJO","Wongsorejo","227","3","0","3","1","0","7"
"JAWA TIMUR","BLITAR","BAKUNG","3505","BPP BAKUNG","Bakung","92","4","3","0","6","1","14"
"JAWA TIMUR","BLITAR","BINANGUN","3505","BPP BINANGUN","Binangun","191","4","2","0","11","0","17"
"JAWA TIMUR","BLITAR","DOKO","3505","BPP DOKO","Doko","106","3","4","0","10","0","17"
"JAWA TIMUR","BLITAR","GANDUSARI","3505","BPP GANDUSARI","Gandusari","90","5","2","0","14","0","21"
"JAWA TIMUR","BLITAR","GARUM","3505","BPP GARUM","Garum","68","6","3","0","6","1","16"
"JAWA TIMUR","BLITAR","KADEMANGAN","3505","BPP KADEMANGAN","Kademangan","121","3","6","0","15","0","24"
"JAWA TIMUR","BLITAR","KANIGORO","3505","BPP KANIGORO","Kanigoro","58","6","1","0","13","0","20"
"JAWA TIMUR","BLITAR","KESAMBEN","3505","BPP KESAMBEN","Kesamben","84","4","3","0","10","0","17"
