nomor_pendaftaran,produk_id,nama_produk,jenis_pestisida,urutan,nama_bahan,kadar_bahan,satuan_bahan
01010120196505,op:prd:00001811,BESTKILL 500/50 EC,Insektisida,1,Klorpirifos,500,g/l
01010120196505,op:prd:00001811,BESTKILL 500/50 EC,Insektisida,2,Sipermetrin,50,g/l
01010120196505,op:prd:00001811,BESTKILL 500/50 EC,Insektisida,3,Sipermetrin,50,g/l
01010120196505,op:prd:00001811,BESTKILL 500/50 EC,Insektisida,4,Sipermetrin,50,g/l
01010120196505,op:prd:00001811,BESTKILL 500/50 EC,Insektisida,5,Klorpirifos,500,g/l
01010120196505,op:prd:00001811,BESTKILL 500/50 EC,Insektisida,6,Klorpirifos,500,g/l
01010120196505,op:prd:00001811,BESTKILL 500/50 EC,Insektisida,7,Sipermetrin,50,g/l
01010120196505,op:prd:00001811,BESTKILL 500/50 EC,Insektisida,8,Klorpirifos,500,g/l
0420261487,op:prd:00001812,PHOXIM 91 TC,Insektisida,1,poksim,91,%
0420231218,op:prd:00001813,"2,4-D Sodium Salt 95 TC",Herbisida,1,"2,4-D Sodium Salt",95,%
01010120114169,op:prd:00001814,SINAR-METHRIN 200 EC,Insektisida,1,Permetrin,200,g/l
01010120114169,op:prd:00001814,SINAR-METHRIN 200 EC,Insektisida,2,Permetrin,200,g/l
01010120124498,op:prd:00001815,PHOSTHENE 97 WG,Insektisida,1,Asefat,97,%
01010120124498,op:prd:00001815,PHOSTHENE 97 WG,Insektisida,2,Asefat,97,%
01030120238029,op:prd:00001816,MEVOR 20 WP,Herbisida,1,Metil Metsulfuron,20,%
01030120237935,op:prd:00001817,SPYKER GOLD 276 SL*,Herbisida,1,Parakuat diklorida (setara dengan ion parakuat : 200 g/l),276,g/l
01020120227351,op:prd:00001818,PROTEOME 400 EC,Fungisida,1,Isoprotiolan,400,g/l
01020120227351,op:prd:00001818,PROTEOME 400 EC,Fungisida,2,Isoprotiolan,400,g/l
01020120227351,op:prd:00001818,PROTEOME 400 EC,Fungisida,3,Isoprotiolan,400,g/l
01020120124516,op:prd:00001819,SAMAR 75 WP,Fungisida,1,Trisiklazol,75,%
01020120124516,op:prd:00001819,SAMAR 75 WP,Fungisida,2,Trisiklazol,75,%
01020120237843,op:prd:00001820,AHABIO TRICHO WP,Fungisida,1,Trichoderma harzianum,1 x 10^7,cfu/g
01020120237843,op:prd:00001820,AHABIO TRICHO WP,Fungisida,2,Trichoderma harzianum,1 x 10^7,cfu/g
01020120237843,op:prd:00001820,AHABIO TRICHO WP,Fungisida,3,Trichoderma harzianum,1 x 10^7,cfu/g
01020120237843,op:prd:00001820,AHABIO TRICHO WP,Fungisida,4,Trichoderma harzianum,1 x 10^7,cfu/g
01020120237843,op:prd:00001820,AHABIO TRICHO WP,Fungisida,5,Trichoderma harzianum,1 x 10^7,cfu/g
06080120206682,op:prd:00001821,SKIN VAPE 20 GL,Repelen,1,"N, N-Diethyl-meta-toluamide (DEET)",20,%
01020120072923,op:prd:00001822,BENCORE 250 EC,Fungisida,1,Difenokonazol,250,g/l
01030120248621,op:prd:00001823,GALA UP 360/120 SL,Herbisida,1,Isopropil amina glifosat (setara dengan glifosat : 267 g/l),360,g/l
01030120248621,op:prd:00001823,GALA UP 360/120 SL,Herbisida,2,"2,4-D dimetil amina (setara dengan 2,4-D : 100 g/l)",120,g/l
0420221009,op:prd:00001824,ABAMECTIN 95 TC,Insektisida,1,abamectin,95,%
0420221009,op:prd:00001824,ABAMECTIN 95 TC,Insektisida,2,abamectin,95,%
0420221009,op:prd:00001824,ABAMECTIN 95 TC,Insektisida,3,abamectin,95,%
0420221009,op:prd:00001824,ABAMECTIN 95 TC,Insektisida,4,abamectin,95,%
0420251435,op:prd:00001825,BIOX P 520W,Pestisida lain-lain,1,"1,2-benzisothiazolin-3-one (BIT)",19 - 25,%
01020120248553,op:prd:00001826,SYNGLO 160/320 SC,Fungisida,1,tebukonazol,320,g/l
01020120248553,op:prd:00001826,SYNGLO 160/320 SC,Fungisida,2,piraklostrobin,160,g/l
01010120206844,op:prd:00001827,AXY WP,Insektisida,1,METARHIZIUM ANISOPLEAE,1 X 10^9,cfu/g
01020120186220,op:prd:00001828,SERCADIS PLUS 125 SC,Fungisida,1,fluksapiroksad,75,g/l
01020120186220,op:prd:00001828,SERCADIS PLUS 125 SC,Fungisida,2,difenokonazol,50,g/l
01020120186220,op:prd:00001828,SERCADIS PLUS 125 SC,Fungisida,3,difenokonazol,50,g/l
01020120186220,op:prd:00001828,SERCADIS PLUS 125 SC,Fungisida,4,difenokonazol,50,g/l
01020120186220,op:prd:00001828,SERCADIS PLUS 125 SC,Fungisida,5,difenokonazol,50,g/l
01020120186220,op:prd:00001828,SERCADIS PLUS 125 SC,Fungisida,6,fluksapiroksad,75,g/l
01020120186220,op:prd:00001828,SERCADIS PLUS 125 SC,Fungisida,7,fluksapiroksad,75,g/l
01020120186220,op:prd:00001828,SERCADIS PLUS 125 SC,Fungisida,8,fluksapiroksad,75,g/l
01020120186220,op:prd:00001828,SERCADIS PLUS 125 SC,Fungisida,9,difenokonazol,50,g/l
01020120186220,op:prd:00001828,SERCADIS PLUS 125 SC,Fungisida,10,difenokonazol,50,g/l
01020120186220,op:prd:00001828,SERCADIS PLUS 125 SC,Fungisida,11,fluksapiroksad,75,g/l
01020120186220,op:prd:00001828,SERCADIS PLUS 125 SC,Fungisida,12,fluksapiroksad,75,g/l
01030120124252,op:prd:00001829,KRESNAXONE 276 SL,Herbisida,1,Parakuat diklorida,276,g/l
01030120248387,op:prd:00001830,GLUFOSAT 300/100 SL,Herbisida,1,Glifosat,300,g/l
01030120248387,op:prd:00001830,GLUFOSAT 300/100 SL,Herbisida,2,Amonium glufosinat,100,g/l
01030120248256,op:prd:00001831,FAJARQUAT 140 SL,Herbisida,1,PARAKUAT DIKLORIDA,140,g/l
01020120186141,op:prd:00001832,PRIMADECO WP,Fungisida,1,Geobacillus sp.,1 x 10^6,cfu/g
01020120186141,op:prd:00001832,PRIMADECO WP,Fungisida,2,Streptomyces sp.,1 x 10^6,cfu/g
01020120186141,op:prd:00001832,PRIMADECO WP,Fungisida,3,Geobacillus sp.,1 x 10^6,cfu/g
01020120186141,op:prd:00001832,PRIMADECO WP,Fungisida,4,Streptomyces sp.,1 x 10^6,cfu/g
01030120021686,op:prd:00001833,ELNINO 240 SL,Herbisida,1,Isopropil amina glifosat (setara dengan glifosat : 178 g/l),240,g/l
01030120269451,op:prd:00001834,PROZONE 480 SC,Herbisida,1,Piroksasulfon,480,g/l
01030120269336,op:prd:00001835,BABIS 250 SL,Herbisida,1,Isopropil amina glifosat (setara dengan glifosat : 185 g/l),250,g/l
01020120248673,op:prd:00001836,PICODEX MAX 150/100 SC,Fungisida,1,Fluopikolid,100,g/l
01020120248673,op:prd:00001836,PICODEX MAX 150/100 SC,Fungisida,2,Siazofamid,150,g/l
01010120134672,op:prd:00001837,COLUMBUS 540/60 EC,Insektisida,1,Klorpirifos,540,g/l
01010120134672,op:prd:00001837,COLUMBUS 540/60 EC,Insektisida,2,Sipermetrin,60,g/l
01030120269575,op:prd:00001838,HANDIDOR 200 SL,Herbisida,1,Amonium glufosinat,200,g/l
01010120196315,op:prd:00001839,FREE-GEL 50 EC,Insektisida,1,"Emamectin Benzoate (equivalent to Emamectin 43,8 g/L)",50.00,g/l
01030120227490,op:prd:00001840,APOYOXONE 138 SL,Herbisida,1,Parakuat diklorida,138,g/l
01030120227490,op:prd:00001840,APOYOXONE 138 SL,Herbisida,2,Parakuat diklorida,138,g/l
01030120227490,op:prd:00001840,APOYOXONE 138 SL,Herbisida,3,Parakuat diklorida,138,g/l
01030120227490,op:prd:00001840,APOYOXONE 138 SL,Herbisida,4,Parakuat diklorida,138,g/l
032025634,op:prd:00001841,VAPE 15 MV,Pestisida Rumah Tangga,1,Prallethrin,15,mg/pcs
0420241338,op:prd:00001842,KLORFENAPIR 98 TC,Insektisida,1,klorfenapir,98,%
01030120217073,op:prd:00001843,PAKARMAS 138 SL,Herbisida,1,Parakuat diklorida,138 (setara dengan ion parakut 100 g/l),g/l
01030120001564,op:prd:00001844,BROADPLUS 0.7/0.7/75 WP,Herbisida,1,"2,4-D Sodium",75,%
01030120001564,op:prd:00001844,BROADPLUS 0.7/0.7/75 WP,Herbisida,2,chloriumuron-ethyl,0.7,%
01030120001564,op:prd:00001844,BROADPLUS 0.7/0.7/75 WP,Herbisida,3,metsulfuron-methyl,0.7,%
01010120237837,op:prd:00001845,Welchem 500 SC,Insektisida,1,Klorfenapir,500,g/l
06090120217031,op:prd:00001846,Bithor 56.7/46.5 SC,Pestisida Pengendalian Vektor Penyakit Pada Manusia,1,bifentrin,"46,5",g/l
06090120217031,op:prd:00001846,Bithor 56.7/46.5 SC,Pestisida Pengendalian Vektor Penyakit Pada Manusia,2,imidakloprid,"56,7",g/l
01010120042056,op:prd:00001847,CENTAFUR 3 GR,Insektisida,1,karbofuran,3,%
01040120134618,op:prd:00001848,RAGET 125 PA,Zat Pengatur Tumbuh Tanaman,1,Etefon,125,g/l
01020120248596,op:prd:00001849,DANIGOLD 90 WG,Fungisida,1,Klorotalonil,90.00,%
042018521,op:prd:00001850,DIFENOCONAZOLE 96 TC,Fungisida,1,Difenokonazol,96,%
042018521,op:prd:00001850,DIFENOCONAZOLE 96 TC,Fungisida,2,Difenokonazol,96,%
042018521,op:prd:00001850,DIFENOCONAZOLE 96 TC,Fungisida,3,Difenokonazol,96,%
01020120238152,op:prd:00001851,MACOBAN BLUE 80 WP,Fungisida,1,Mancozeb,80,%
032025614,op:prd:00001852,KO-Snail 6 RB,Moluskisida,1,metaldehida,6,%
01020120175799,op:prd:00001853,SRI MAGIO 325 SC,Fungisida,1,difekonazole,125,g/l
01020120175799,op:prd:00001853,SRI MAGIO 325 SC,Fungisida,2,azoksistrobin,200,g/l
01030120259215,op:prd:00001854,HILLPEAK 60 OD,Herbisida,1,fenpirazon,60,g/l
01030120062408,op:prd:00001855,KENBAST 150 SL,Herbisida,1,Amonium glufosinat (Glufosinate-ammonium),150,g/l
042018563,op:prd:00001856,DEET 95 TC,Insektisida,1,Dietiltoluamida,95,%
01030120259228,op:prd:00001857,KONTRAS 330 SC,Herbisida,1,Topramezone,330,g/l
01050120175706,op:prd:00001858,MUSI 67 WP,Moluskisida,1,Fentin Asetat,67,%
01050120175706,op:prd:00001858,MUSI 67 WP,Moluskisida,2,Fentin Asetat,67,%
01050120175706,op:prd:00001858,MUSI 67 WP,Moluskisida,3,Fentin Asetat,67,%
01050120175706,op:prd:00001858,MUSI 67 WP,Moluskisida,4,Fentin Asetat,67,%
01050120175706,op:prd:00001858,MUSI 67 WP,Moluskisida,5,Fentin Asetat,67,%
01010120114046,op:prd:00001859,FOSTIN 550/60 EC,Insektisida,1,Sipermetrin,60,g/l
01010120114046,op:prd:00001859,FOSTIN 550/60 EC,Insektisida,2,Klorpirifos,550,g/l
042021963,op:prd:00001860,PARAQUAT DICHLORIDE 42 TC,Herbisida,1,Parakuat diklorida (Paraquat dichloride),42,%
01030120206906,op:prd:00001861,BOSSCO 400 SC,Herbisida,1,Natrium bispiribak,400,g/l
01030120196307,op:prd:00001862,FIRETOP 520 EC,Herbisida,1,Fluroxypyr-meptyl,520,g/l
04110119971366,op:prd:00001863,AGENDA 25 EC,Bahan pengawet kayu,1,fipronil,25,g/l
01040120093411,op:prd:00001864,BIGEST 20 TB,Zat Pengatur Tumbuh Tanaman,1,Asam giberelat,20,%
01040120093411,op:prd:00001864,BIGEST 20 TB,Zat Pengatur Tumbuh Tanaman,2,Asam giberelat,20,%
01040120093411,op:prd:00001864,BIGEST 20 TB,Zat Pengatur Tumbuh Tanaman,3,Asam giberelat,20,%
01040120093411,op:prd:00001864,BIGEST 20 TB,Zat Pengatur Tumbuh Tanaman,4,Asam giberelat,20,%
01040120093411,op:prd:00001864,BIGEST 20 TB,Zat Pengatur Tumbuh Tanaman,5,Asam giberelat,20,%
01010120248371,op:prd:00001865,EFICAZ 18 EC,Insektisida,1,Abamektin,18,g/l
01030120227618,op:prd:00001866,BESTLANG 480 SL,Herbisida,1,Isopropil amina glifosat (setara dengan glifosat : 356 g/l),480,g/l
010201197474,op:prd:00001867,ANTRACOL 70 WP,Fungisida,1,propineb (propineb),70,%
01020120196337,op:prd:00001868,CAPITAL 200/300 SC,Fungisida,1,Karbendazim,200,g/l
01020120196337,op:prd:00001868,CAPITAL 200/300 SC,Fungisida,2,Metil tiofanat,300,g/l
01020120206812,op:prd:00001869,BAFIN 18 SL,Fungisida,1,Azadiraktin,18,g/l
01030120248698,op:prd:00001870,SELECT 240 EC,Herbisida,1,Kletodim,240,g/l
06080120227665,op:prd:00001871,HIT MAGIC 0.103 FU,Pestisida Rumah Tangga,1,Metoflutrin,0.103,%
01010120042102,op:prd:00001872,MATROS 18 EC,Insektisida,1,abamektin,18,g/l
01030120237879,op:prd:00001873,FURON 250 SC,Herbisida,1,Nicosulfuron,250,g/l
01030120237879,op:prd:00001873,FURON 250 SC,Herbisida,2,Nicosulfuron,250,g/l
01030120237879,op:prd:00001873,FURON 250 SC,Herbisida,3,Nicosulfuron,250,g/l
01030120145044,op:prd:00001874,BLOCK UP 480 SL,Herbisida,1,isopropil amina glifosat,480,g/l
01030120124302,op:prd:00001875,STANDARD 480 SL,Herbisida,1,Glyphosate Isopropylammonium,480,g/l
01010120093578,op:prd:00001876,FIPRON 50 SC,Insektisida,1,Fipronil,50,g/l
01030120196527,op:prd:00001877,ET-PRORICE 400 SC,Herbisida,1,natrium bispiribak,400,g/l
01010120258817,op:prd:00001878,KOPLO 500 EC,Insektisida,1,Profenofos,500,g/l
042019780,op:prd:00001879,"2,4-D 98 TC",Herbisida,1,"2,4-D",98,%
01010120124388,op:prd:00001880,SANKILL 530/60 EC,Insektisida,1,klorpirifos,530,g/l
01010120124388,op:prd:00001880,SANKILL 530/60 EC,Insektisida,2,klorpirifos,530,g/l
01010120124388,op:prd:00001880,SANKILL 530/60 EC,Insektisida,3,klorpirifos,530,g/l
01010120124388,op:prd:00001880,SANKILL 530/60 EC,Insektisida,4,klorpirifos,530,g/l
01010120124388,op:prd:00001880,SANKILL 530/60 EC,Insektisida,5,sipermetrin,60,g/l
01010120124388,op:prd:00001880,SANKILL 530/60 EC,Insektisida,6,klorpirifos,530,g/l
01010120124388,op:prd:00001880,SANKILL 530/60 EC,Insektisida,7,sipermetrin,60,g/l
01010120124388,op:prd:00001880,SANKILL 530/60 EC,Insektisida,8,sipermetrin,60,g/l
01010120124388,op:prd:00001880,SANKILL 530/60 EC,Insektisida,9,sipermetrin,60,g/l
01010120124388,op:prd:00001880,SANKILL 530/60 EC,Insektisida,10,sipermetrin,60,g/l
042019742,op:prd:00001881,IMIDACLOPRID 97 TC,Insektisida,1,Imidacloprid,97,%
01010120186134,op:prd:00001882,MUNJUL 80 SL,Insektisida,1,Metomil,80,g/l
01030120031944,op:prd:00001883,WEEDAMIN 865 SL,Herbisida,1,"2,4 dichlorophenoxy dimethylamine",865,g/l
01030120258871,op:prd:00001884,SEHO 300/60 OD,Herbisida,1,Propanil,300,g/l
01030120258871,op:prd:00001884,SEHO 300/60 OD,Herbisida,2,Kuinklorak,60,g/l
01030120258904,op:prd:00001885,BANG WEED 480 SL,Herbisida,1,Isopropil amina glifosat (setara dengan glifosat : 356 g/l),480,g/l
01030120258904,op:prd:00001885,BANG WEED 480 SL,Herbisida,2,Isopropil amina glifosat (setara dengan glifosat : 356 g/l),480,g/l
01030120258904,op:prd:00001885,BANG WEED 480 SL,Herbisida,3,Isopropil amina glifosat (setara dengan glifosat : 356 g/l),480,g/l
01030120248244,op:prd:00001886,CLEANOUT 373 SL,Herbisida,1,Dikuat dibromida,373 (setara dengan dikuat 200 g/l),g/l
06080120206763,op:prd:00001887,ONE PUSH VAPE 7.1 AE,Pestisida Rumah Tangga,1,Transfluthrin,7.1,%
01010120185965,op:prd:00001888,LORENTZ 61 EC,Insektisida,1,Abamektin,36,g/l
01010120185965,op:prd:00001888,LORENTZ 61 EC,Insektisida,2,Imidakloprid,25,g/l
0420221096,op:prd:00001889,GLIFOSAT 95 TC,Herbisida,1,glifosat,95,%
01030120186107,op:prd:00001890,CENTAXONE 135 SL*,Herbisida,1,Parakuat diklorida (setara dengan ion parakuat 98 g/L),135,g/l
01010120134597,op:prd:00001891,MEILLER 50 SC,Insektisida,1,Fipronil,50,g/l
01010120134597,op:prd:00001891,MEILLER 50 SC,Insektisida,2,Fipronil,50,g/l
01010120134597,op:prd:00001891,MEILLER 50 SC,Insektisida,3,Fipronil,50,g/l
01030120186008,op:prd:00001892,ASIARON 80 WP,Herbisida,1,Diuron,80,%
0420231172,op:prd:00001893,AZOKSISTROBIN 98 TC,Fungisida,1,azoksistrobin,98,%
032019472,op:prd:00001894,LUMIVIA B 625 FS,Insektisida,1,Klorantraniliprole (Chlorantraniliprole),625,g/l
032025587,op:prd:00001895,CARBOFURAN 10 GR,Insektisida,1,Carbofuran,10,%
042017500,op:prd:00001896,PIRAZOSULFURON 97 TC,Herbisida,1,Pirazosulfuron,97,%
01020120124255,op:prd:00001897,SUPRANIL 75 WP,Fungisida,1,klorotalonil,75,%
01020120124255,op:prd:00001897,SUPRANIL 75 WP,Fungisida,2,klorotalonil,75,%
01020120124255,op:prd:00001897,SUPRANIL 75 WP,Fungisida,3,klorotalonil,75,%
032023541,op:prd:00001898,ORONDIS VIP 30/180 DC,Fungisida,1,Oxathiapiprolin,30,g/l
032023541,op:prd:00001898,ORONDIS VIP 30/180 DC,Fungisida,2,Metalaxyl-M,180,g/l
01030120227495,op:prd:00001899,BAKOCLEAN 480 EC,Herbisida,1,klomazon,480,g/l
01030120227495,op:prd:00001899,BAKOCLEAN 480 EC,Herbisida,2,klomazon,480,g/l
01030120227495,op:prd:00001899,BAKOCLEAN 480 EC,Herbisida,3,klomazon,480,g/l
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,1,Cypermethrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,2,Imiprothrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,3,Imiprothrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,4,Cypermethrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,5,Imiprothrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,6,Cypermethrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,7,Imiprothrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,8,Cypermethrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,9,Imiprothrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,10,Cypermethrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,11,Imiprothrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,12,Imiprothrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,13,Cypermethrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,14,Imiprothrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,15,Imiprothrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,16,Imiprothrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,17,Cypermethrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,18,Imiprothrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,19,Cypermethrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,20,Imiprotrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,21,Imiprothrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,22,Imiprothrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,23,Cypermethrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,24,Cypermethrin,0.2,%
06080120227597,op:prd:00001900,VAPE 0.4 AE,Pestisida Rumah Tangga,25,Sipermetrin,0.2,%
042018642,op:prd:00001901,CARBENDAZIM 98 TC,Fungisida,1,Karbendazim,98,%
0420261516,op:prd:00001902,MICROCARE QT,Pestisida lain-lain,1,Benzyl-C12-14- alkyldimethyl ammonium chlorides,50,%
01020120206780,op:prd:00001903,TOUGHAG 70 WP,Fungisida,1,Metil tiofanat,70,%
01030120175822,op:prd:00001904,AMORA 200 SL,Herbisida,1,amonium glufosinat,200,g/l
01030120175822,op:prd:00001904,AMORA 200 SL,Herbisida,2,amonium glufosinat,200,g/l
01030120175822,op:prd:00001904,AMORA 200 SL,Herbisida,3,amonium glufosinat,200,g/l
01030120175822,op:prd:00001904,AMORA 200 SL,Herbisida,4,amonium glufosinat,200,g/l
01030120031701,op:prd:00001905,PETIR 480 SL,Herbisida,1,Isopropil amina glifosat,480,g/l
01030120031701,op:prd:00001905,PETIR 480 SL,Herbisida,2,Isopropil amina glifosat,480,g/l
01030120031701,op:prd:00001905,PETIR 480 SL,Herbisida,3,Isopropil amina glifosat,480,g/l
01030120248590,op:prd:00001906,COMEZONE MAXX 75/0.7/0.7 WP,Herbisida,1,Etil klorimuron,0.7,%
01030120248590,op:prd:00001906,COMEZONE MAXX 75/0.7/0.7 WP,Herbisida,2,Metil metsulfuron,0.7,%
01030120248590,op:prd:00001906,COMEZONE MAXX 75/0.7/0.7 WP,Herbisida,3,"2,4-D Natrium",75,%
01040120237997,op:prd:00001907,FASTGRO 40 SL,Zat Pengatur Tumbuh Tanaman,1,Asam giberelat,40,g/l
01040120062419,op:prd:00001908,HARAXIN 20 SL,Zat Pengatur Tumbuh Tanaman,1,Asam Giberelat,20,g/l
01040120062419,op:prd:00001908,HARAXIN 20 SL,Zat Pengatur Tumbuh Tanaman,2,Asam Giberelat,20,g/l
01040120062419,op:prd:00001908,HARAXIN 20 SL,Zat Pengatur Tumbuh Tanaman,3,Asam Giberelat,20,g/l
01040120062419,op:prd:00001908,HARAXIN 20 SL,Zat Pengatur Tumbuh Tanaman,4,Asam Giberelat,20,g/l
0420261492,op:prd:00001909,MICROCARE CM,Pestisida lain-lain,1,5-chloro- 2-methylisothiazol-3(2H)-one dan 2-methyl isothiazol-3(2H)-one (3:1),"1,5",%
01050120093491,op:prd:00001910,SIBUTOX 6 GR,Moluskisida,1,Metaldehida,6,%
01030120083164,op:prd:00001911,WEEDUP 480 SL,Herbisida,1,Isopropilamina glifosat: 480 g/l setara dengan glifosat: 356 g/l,480,g/l
06080120206687,op:prd:00001912,Soffell Ice Mountain 300 AL,Repelen,1,"p-menthane-3,8-diol",100,g/l
06080120206687,op:prd:00001912,Soffell Ice Mountain 300 AL,Repelen,2,Ikaridin,200,g/l
032022515,op:prd:00001913,CTS NATURAL COIL,Pestisida Rumah Tangga,1,Metoflutrin,0.0135,%
032022515,op:prd:00001913,CTS NATURAL COIL,Pestisida Rumah Tangga,2,Metoflutrin,0.015,%
0420251443,op:prd:00001914,PREVENTOL IT 14 MV,Pestisida lain-lain,1,Mixture of: 5-chloro-2-methyl-2H-isothiazol-3-one (CMIT) and 2-methyl-2H-isothiazol-3-one (MIT),10 - 25,%
01010120103649,op:prd:00001915,STORIN 30 EC,Insektisida,1,Alfa Sipermetrin,30,g/l
01010120186063,op:prd:00001916,PROSID 25 WP,Insektisida,1,metidation,25,%
01010120186063,op:prd:00001916,PROSID 25 WP,Insektisida,2,metidation,25,%
01010120186063,op:prd:00001916,PROSID 25 WP,Insektisida,3,metidation,25,%
01010120186063,op:prd:00001916,PROSID 25 WP,Insektisida,4,metidation,25,%
01040120227651,op:prd:00001917,GIBERPAT 20 TB,Zat Pengatur Tumbuh Tanaman,1,asam giberelat,20,%
01030120237882,op:prd:00001918,GLIST UP 480 SL,Herbisida,1,Isopropil amina glifosat (setara dengan glifosat : 356 g/l),480,g/l
01030120237882,op:prd:00001918,GLIST UP 480 SL,Herbisida,2,Isopropil amina glifosat (setara dengan glifosat : 356 g/l),480,g/l
01030120237882,op:prd:00001918,GLIST UP 480 SL,Herbisida,3,Isopropil amina glifosat (setara dengan glifosat : 356 g/l),480,g/l
01030120237882,op:prd:00001918,GLIST UP 480 SL,Herbisida,4,Isopropil amina glifosat (setara dengan glifosat : 356 g/l),480,g/l
06080120217103,op:prd:00001919,VAPE 13.3 FU,Pestisida Rumah Tangga,1,Transfluthrin,13.300,%
032018435,op:prd:00001920,D-Alletrin Endura 90 TC,Insektisida,1,d-aletrin (d-allethrin),90,%
01030120124530,op:prd:00001921,TRIDA UP 485 SL,Herbisida,1,Isopropil amina glifosat (setara dengan glifosat 360 g/l),485,g/l
01030120155404,op:prd:00001922,TRUSINATE 80 SG,Herbisida,1,Glufosinate ammonium,80,%
01120120269638,op:prd:00001923,RATDON 0.0375 BB,Rodentisida,1,Coumatetralyl,0.0375,%
01030120238191,op:prd:00001924,RANCAXONE 160 SL,Herbisida,1,Parakuat diklorida,160,g/l
01030120093536,op:prd:00001925,EMBARK 318 EC,Herbisida,1,Triklopir butoksi etil ester,318,g/l
06080120259226,op:prd:00001926,"KINGKONG 0,069 MC",Pestisida Rumah Tangga,1,Dimefluthrin,"0,069",%
01030120083088,op:prd:00001927,UNITOP 480 SL,Herbisida,1,Isopropil amina glifosat,480,g/l
01020120103655,op:prd:00001928,CONFIPRID 10 WP,Insektisida,1,Imidakloprid,10,%
01010120072703,op:prd:00001929,ALIKA 141/106 ZC,Insektisida,1,Tiametoksam,141,g/l
01010120072703,op:prd:00001929,ALIKA 141/106 ZC,Insektisida,2,Lamda sihalotrin,106,g/l
01020120227522,op:prd:00001930,GANENDRA 75 WP,Fungisida,1,Klorotalonil,75,%
01020120227522,op:prd:00001930,GANENDRA 75 WP,Fungisida,2,Klorotalonil,75,%
01010120259096,op:prd:00001931,NEWSIN WP,Insektisida,1,Beauveria bassiana,≥10^6,cfu/gr
01010120259096,op:prd:00001931,NEWSIN WP,Insektisida,2,Metarhizium anisopliae,≥10^6,cfu/gr
01010120124521,op:prd:00001932,STOPHAMA 300 EC,Insektisida,1,Cypermethrin,300,g/l
042019687,op:prd:00001933,DETRANS-1209 5 ME,Insektisida,1,dimeflutrin,5,%
0420241318,op:prd:00001934,METSULFURON METHYL 96 TC,Herbisida,1,Metil metsulfuron,96,%
032026659,op:prd:00001935,SINOLIGHTNING 33/15 SL,Herbisida,1,Imazapyr,15,g/l
032026659,op:prd:00001935,SINOLIGHTNING 33/15 SL,Herbisida,2,Imazamox,33,g/l
042012292,op:prd:00001936,TRANSFLUTRHIN 92 TC,Insektisida,1,TRANSFLUTRHIN,92,%
01030120237911,op:prd:00001937,NEW KING AP 226 SL,Herbisida,1,isopropil amina glifosat (setara dengan glifosat 167 g/l),226,g/l
06080120227428,op:prd:00001938,"KINGKONG 0,058 MC",Pestisida Rumah Tangga,1,Dimefluthrin,"0,058",%
06080120227428,op:prd:00001938,"KINGKONG 0,058 MC",Pestisida Rumah Tangga,2,Dimefluthrin,"0,058",%
06080120227428,op:prd:00001938,"KINGKONG 0,058 MC",Pestisida Rumah Tangga,3,Dimefluthrin,"0,058",%
