nomor_pendaftaran,produk_id,merk_dagang,pemegang_pendaftaran,jenis_pupuk,bentuk_formula,urutan,parameter,parameter_kunci,nilai_teks,jenis_nilai,kualifier,nilai_min,nilai_maks,pengali,satuan,catatan
01.03.2025.214,op:prd:00011727,FELO,MAJU MAKMUR UTOMO,Pupuk Hara Makro Majemuk,Tepung (Powder),4,Kadar air,kadar air,"1,35%",numerik,,1.35,1.35,,%,
01.01.2024.358,op:prd:00011728,GADING MAS,PUTERA RAYA ABADI,Pupuk Hara Makro Majemuk,Butiran (Granular),1,N,n,15%,numerik,,15,15,,%,
01.01.2024.358,op:prd:00011728,GADING MAS,PUTERA RAYA ABADI,Pupuk Hara Makro Majemuk,Butiran (Granular),2,P2O5,p2o5,15%,numerik,,15,15,,%,
01.01.2024.358,op:prd:00011728,GADING MAS,PUTERA RAYA ABADI,Pupuk Hara Makro Majemuk,Butiran (Granular),3,K2O,k2o,15%,numerik,,15,15,,%,
01.01.2024.358,op:prd:00011728,GADING MAS,PUTERA RAYA ABADI,Pupuk Hara Makro Majemuk,Butiran (Granular),4,Kadar air,kadar air,"2,87%",numerik,,2.87,2.87,,%,
02.01.2026.318,op:prd:00011729,CAP BOLA DUNIA,AGRO MAKMUR MANDIRI,Pupuk Organik,Butiran (Granular),1,C-organik,c-organik,"15,04 %",numerik,,15.04,15.04,,%,
02.01.2026.318,op:prd:00011729,CAP BOLA DUNIA,AGRO MAKMUR MANDIRI,Pupuk Organik,Butiran (Granular),2,C/N,c/n,"15,92",numerik,,15.92,15.92,,,
02.01.2026.318,op:prd:00011729,CAP BOLA DUNIA,AGRO MAKMUR MANDIRI,Pupuk Organik,Butiran (Granular),3,N + P2O5 + K2O,n + p2o5 + k2o,"4,88 %",numerik,,4.88,4.88,,%,
02.01.2026.318,op:prd:00011729,CAP BOLA DUNIA,AGRO MAKMUR MANDIRI,Pupuk Organik,Butiran (Granular),4,Kadar Air,kadar air,"11,08 %",numerik,,11.08,11.08,,%,
02.01.2026.318,op:prd:00011729,CAP BOLA DUNIA,AGRO MAKMUR MANDIRI,Pupuk Organik,Butiran (Granular),5,pH,ph,"7,6",numerik,,7.6,7.6,,,
02.01.2026.318,op:prd:00011729,CAP BOLA DUNIA,AGRO MAKMUR MANDIRI,Pupuk Organik,Butiran (Granular),6,Fe-total,fe-total,"14570,36 ppm",numerik,,14570.36,14570.36,,ppm,
02.01.2026.318,op:prd:00011729,CAP BOLA DUNIA,AGRO MAKMUR MANDIRI,Pupuk Organik,Butiran (Granular),7,Fe-tersedia,fe-tersedia,"924,48 ppm",numerik,,924.48,924.48,,ppm,
02.01.2026.318,op:prd:00011729,CAP BOLA DUNIA,AGRO MAKMUR MANDIRI,Pupuk Organik,Butiran (Granular),8,Zn,zn,"259,14 ppm",numerik,,259.14,259.14,,ppm,
01.03.2025.944,op:prd:00011730,MENTARI,PERMATA AGRO PERSADA,Pupuk Kalium Klorida (KCl),Tepung (Powder),1,K2O,k2o,60 5,numerik,,60,60,,5,satuan-tak-lazim
01.03.2025.944,op:prd:00011730,MENTARI,PERMATA AGRO PERSADA,Pupuk Kalium Klorida (KCl),Tepung (Powder),2,Kadar Air,kadar air,"0,31 %",numerik,,0.31,0.31,,%,
04.02.2023.1091,op:prd:00011731,BILLIZER,BROMO INDAH LESTARI,Organik,Cair (Liquid),1,C-organik,c-organik,"11,89 %",numerik,,11.89,11.89,,%,
04.02.2023.1091,op:prd:00011731,BILLIZER,BROMO INDAH LESTARI,Organik,Cair (Liquid),2,pH,ph,"5,01",numerik,,5.01,5.01,,,
04.02.2023.1091,op:prd:00011731,BILLIZER,BROMO INDAH LESTARI,Organik,Cair (Liquid),3,Fe-total,fe-total,"276,61 ppm",numerik,,276.61,276.61,,ppm,
04.02.2023.1091,op:prd:00011731,BILLIZER,BROMO INDAH LESTARI,Organik,Cair (Liquid),4,Fe-tersedia,fe-tersedia,"34,33 ppm",numerik,,34.33,34.33,,ppm,
04.02.2023.1091,op:prd:00011731,BILLIZER,BROMO INDAH LESTARI,Organik,Cair (Liquid),5,Zn,zn,"1406,70 ppm",numerik,,1406.7,1406.7,,ppm,
01.02.2026.173,op:prd:00011732,BANAFIT,AGRANAS KARYA MANDIRI,Pupuk Hara Makro Majemuk,Cair (Liquid),1,N,n,"11,27%",numerik,,11.27,11.27,,%,
01.02.2026.173,op:prd:00011732,BANAFIT,AGRANAS KARYA MANDIRI,Pupuk Hara Makro Majemuk,Cair (Liquid),2,P2O5,p2o5,"3,5%",numerik,,3.5,3.5,,%,
01.02.2026.173,op:prd:00011732,BANAFIT,AGRANAS KARYA MANDIRI,Pupuk Hara Makro Majemuk,Cair (Liquid),3,K2O,k2o,"2,93%",numerik,,2.93,2.93,,%,
01.03.2021.919,op:prd:00011733,CAKRA,DGW PUPUK INDONESIA,Pupuk Mono Amonium Fosfat (MAP) (NH4H2PO4),Tepung (Powder),1,N,n,10 %,numerik,,10,10,,%,
01.03.2021.919,op:prd:00011733,CAKRA,DGW PUPUK INDONESIA,Pupuk Mono Amonium Fosfat (MAP) (NH4H2PO4),Tepung (Powder),2,P2O5,p2o5,50 %,numerik,,50,50,,%,
01.03.2021.919,op:prd:00011733,CAKRA,DGW PUPUK INDONESIA,Pupuk Mono Amonium Fosfat (MAP) (NH4H2PO4),Tepung (Powder),3,Kadar Air,kadar air,"0,93 %",numerik,,0.93,0.93,,%,
01.03.2021.919,op:prd:00011733,CAKRA,DGW PUPUK INDONESIA,Pupuk Mono Amonium Fosfat (MAP) (NH4H2PO4),Tepung (Powder),4,"Lolos ayakan 5 Mesh, tidak lolos ayakan 10 Mesh","lolos ayakan 5 mesh, tidak lolos ayakan 10 mesh",100 %,numerik,,100,100,,%,
01.02.2024.26,op:prd:00011734,MONCER,RAJA GROUP INDONESIA,,Cair (Liquid),1,N,n,3 %,numerik,,3,3,,%,
01.02.2024.26,op:prd:00011734,MONCER,RAJA GROUP INDONESIA,,Cair (Liquid),2,K2O,k2o,7 %,numerik,,7,7,,%,
03.02.2023.932,op:prd:00011735,BIOWINPRO,MANDIRI PALMERA AGRINDO,Hayati Majemuk,Cair (Liquid),1,Azospirillum sp,azospirillum sp,"1,70 x 10^7 CFU/ml",numerik,,1.7,1.7,10000000,CFU/ml,
03.02.2023.932,op:prd:00011735,BIOWINPRO,MANDIRI PALMERA AGRINDO,Hayati Majemuk,Cair (Liquid),2,Azotobacter sp,azotobacter sp,"1,02 x 10^8 CFU/ml",numerik,,1.02,1.02,100000000,CFU/ml,
03.02.2023.932,op:prd:00011735,BIOWINPRO,MANDIRI PALMERA AGRINDO,Hayati Majemuk,Cair (Liquid),3,Bacillus sp,bacillus sp,"3,90 x 10^9 CFU/ml",numerik,,3.9,3.9,1000000000,CFU/ml,
03.02.2023.932,op:prd:00011735,BIOWINPRO,MANDIRI PALMERA AGRINDO,Hayati Majemuk,Cair (Liquid),4,Lactobacillus sp,lactobacillus sp,"3,00 x 10^5 CFU/ml",numerik,,3,3,100000,CFU/ml,
03.02.2023.932,op:prd:00011735,BIOWINPRO,MANDIRI PALMERA AGRINDO,Hayati Majemuk,Cair (Liquid),5,Actinomycetes sp,actinomycetes sp,"1,55 x 10^6 CFU/ml",numerik,,1.55,1.55,1000000,CFU/ml,
03.02.2023.932,op:prd:00011735,BIOWINPRO,MANDIRI PALMERA AGRINDO,Hayati Majemuk,Cair (Liquid),6,Aspergilus Niger,aspergilus niger,"3,00 x 10^4 CFU/ml",numerik,,3,3,10000,CFU/ml,
01.01.2024.126,op:prd:00011736,BIGREEN,SUBUR PERKASA NUSANTARA,Pupuk Hara Makro Majemuk,Butiran (Granular),1,N,n,15%,numerik,,15,15,,%,
01.01.2024.126,op:prd:00011736,BIGREEN,SUBUR PERKASA NUSANTARA,Pupuk Hara Makro Majemuk,Butiran (Granular),2,P,p,15%,numerik,,15,15,,%,
01.01.2024.126,op:prd:00011736,BIGREEN,SUBUR PERKASA NUSANTARA,Pupuk Hara Makro Majemuk,Butiran (Granular),3,K,k,15%,numerik,,15,15,,%,
01.01.2024.126,op:prd:00011736,BIGREEN,SUBUR PERKASA NUSANTARA,Pupuk Hara Makro Majemuk,Butiran (Granular),4,Kadar air,kadar air,2%,numerik,,2,2,,%,
02.03.2021.382,op:prd:00011737,IMPROBIOTM (BIO-ORGANIC FERTILIZER),PINAGO UTAMA,Pupuk Organik,Tepung (Powder),1,C-organik,c-organik,"16,45 %",numerik,,16.45,16.45,,%,
02.03.2021.382,op:prd:00011737,IMPROBIOTM (BIO-ORGANIC FERTILIZER),PINAGO UTAMA,Pupuk Organik,Tepung (Powder),2,C/N,c/n,"14,56 %",numerik,,14.56,14.56,,%,
02.03.2021.382,op:prd:00011737,IMPROBIOTM (BIO-ORGANIC FERTILIZER),PINAGO UTAMA,Pupuk Organik,Tepung (Powder),3,N,n,"1,13 %",numerik,,1.13,1.13,,%,
02.03.2021.382,op:prd:00011737,IMPROBIOTM (BIO-ORGANIC FERTILIZER),PINAGO UTAMA,Pupuk Organik,Tepung (Powder),4,P2O5,p2o5,"1,04 %",numerik,,1.04,1.04,,%,
02.03.2021.382,op:prd:00011737,IMPROBIOTM (BIO-ORGANIC FERTILIZER),PINAGO UTAMA,Pupuk Organik,Tepung (Powder),5,K2O,k2o,"0,82 %",numerik,,0.82,0.82,,%,
02.03.2021.382,op:prd:00011737,IMPROBIOTM (BIO-ORGANIC FERTILIZER),PINAGO UTAMA,Pupuk Organik,Tepung (Powder),6,Kadar Air,kadar air,"11,43 %",numerik,,11.43,11.43,,%,
02.03.2021.382,op:prd:00011737,IMPROBIOTM (BIO-ORGANIC FERTILIZER),PINAGO UTAMA,Pupuk Organik,Tepung (Powder),7,pH,ph,"7,6",numerik,,7.6,7.6,,,
02.03.2021.382,op:prd:00011737,IMPROBIOTM (BIO-ORGANIC FERTILIZER),PINAGO UTAMA,Pupuk Organik,Tepung (Powder),8,Fe-total,fe-total,"143,4 ppm",numerik,,143.4,143.4,,ppm,
02.03.2021.382,op:prd:00011737,IMPROBIOTM (BIO-ORGANIC FERTILIZER),PINAGO UTAMA,Pupuk Organik,Tepung (Powder),9,Fe-tersedia,fe-tersedia,"73,6 ppm",numerik,,73.6,73.6,,ppm,
02.03.2021.382,op:prd:00011737,IMPROBIOTM (BIO-ORGANIC FERTILIZER),PINAGO UTAMA,Pupuk Organik,Tepung (Powder),10,Zn,zn,"878,1 ppm",numerik,,878.1,878.1,,ppm,
01.01.2026.290,op:prd:00011738,KANCIL EMAS,PT. SANLEX MALINDO,Pupuk Hara Makro Majemuk,Butiran (Granular),1,N,n,40%,numerik,,40,40,,%,
01.01.2026.290,op:prd:00011738,KANCIL EMAS,PT. SANLEX MALINDO,Pupuk Hara Makro Majemuk,Butiran (Granular),2,K2O,k2o,8%,numerik,,8,8,,%,
01.01.2026.290,op:prd:00011738,KANCIL EMAS,PT. SANLEX MALINDO,Pupuk Hara Makro Majemuk,Butiran (Granular),3,Kadar air,kadar air,"0,84%",numerik,,0.84,0.84,,%,
01.03.2021.703,op:prd:00011739,TRIPELIN,Agro Bumi Timur,Pupuk Hara Makro Majemuk,Tepung (Powder),1,N,n,20 %,numerik,,20,20,,%,
01.03.2021.703,op:prd:00011739,TRIPELIN,Agro Bumi Timur,Pupuk Hara Makro Majemuk,Tepung (Powder),2,P2O5,p2o5,20 %,numerik,,20,20,,%,
01.03.2021.703,op:prd:00011739,TRIPELIN,Agro Bumi Timur,Pupuk Hara Makro Majemuk,Tepung (Powder),3,K2O,k2o,20 %,numerik,,20,20,,%,
01.03.2021.703,op:prd:00011739,TRIPELIN,Agro Bumi Timur,Pupuk Hara Makro Majemuk,Tepung (Powder),4,Zn,zn,"0,0087 %",numerik,,0.0087,0.0087,,%,
01.03.2021.703,op:prd:00011739,TRIPELIN,Agro Bumi Timur,Pupuk Hara Makro Majemuk,Tepung (Powder),5,Cu,cu,"0,0038 %",numerik,,0.0038,0.0038,,%,
01.03.2021.703,op:prd:00011739,TRIPELIN,Agro Bumi Timur,Pupuk Hara Makro Majemuk,Tepung (Powder),6,Kadar Air,kadar air,"0,3 %",numerik,,0.3,0.3,,%,
04.03.2025.166,op:prd:00011740,CAP SEMUT HITAM,ANDI JAYA INDUSTRI,Dolomit,Tepung (Powder),1,Magnesium (MgO),magnesium (mgo),"18,50 %",numerik,,18.5,18.5,,%,
04.03.2025.166,op:prd:00011740,CAP SEMUT HITAM,ANDI JAYA INDUSTRI,Dolomit,Tepung (Powder),2,Kalsium (CaO),kalsium (cao),"30,09 %",numerik,,30.09,30.09,,%,
04.03.2025.166,op:prd:00011740,CAP SEMUT HITAM,ANDI JAYA INDUSTRI,Dolomit,Tepung (Powder),3,Al2O3+ Fe2O3,al2o3+ fe2o3,"0,42 %",numerik,,0.42,0.42,,%,
04.03.2025.166,op:prd:00011740,CAP SEMUT HITAM,ANDI JAYA INDUSTRI,Dolomit,Tepung (Powder),4,Silikat (SiO2),silikat (sio2),"0,00 %",numerik,,0,0,,%,
04.03.2025.166,op:prd:00011740,CAP SEMUT HITAM,ANDI JAYA INDUSTRI,Dolomit,Tepung (Powder),5,Kadar Air,kadar air,"0,18 %",numerik,,0.18,0.18,,%,
04.03.2025.166,op:prd:00011740,CAP SEMUT HITAM,ANDI JAYA INDUSTRI,Dolomit,Tepung (Powder),6,Netralisasi (Setara CaCO3),netralisasi (setara caco3),"108,30 %",numerik,,108.3,108.3,,%,
04.03.2025.166,op:prd:00011740,CAP SEMUT HITAM,ANDI JAYA INDUSTRI,Dolomit,Tepung (Powder),7,Kehalusan 25 Mesh,kehalusan 25 mesh,100 %,numerik,,100,100,,%,
04.03.2025.166,op:prd:00011740,CAP SEMUT HITAM,ANDI JAYA INDUSTRI,Dolomit,Tepung (Powder),8,Kehalusan 80 Mesh,kehalusan 80 mesh,"81,76 %",numerik,,81.76,81.76,,%,
01.02.2023.1285,op:prd:00011741,Vittalis,RUINS SARANA TANI,,Cair (Liquid),1,N,n,3%,numerik,,3,3,,%,
01.02.2023.1285,op:prd:00011741,Vittalis,RUINS SARANA TANI,,Cair (Liquid),2,CaO,cao,5%,numerik,,5,5,,%,
01.02.2026.187,op:prd:00011742,RIZAVIT,DYRIZ INDONESIA,Pupuk Hara Mikro Majemuk,Cair (Liquid),1,Zn,zn,"1,5%",numerik,,1.5,1.5,,%,
01.02.2026.187,op:prd:00011742,RIZAVIT,DYRIZ INDONESIA,Pupuk Hara Mikro Majemuk,Cair (Liquid),2,Cu,cu,"0,7%",numerik,,0.7,0.7,,%,
01.01.2025.515,op:prd:00011743,Mentari,PERMATA AGRO PERSADA,Pupuk Hara Makro Majemuk,Butiran (Granular),1,N,n,15%,numerik,,15,15,,%,
01.01.2025.515,op:prd:00011743,Mentari,PERMATA AGRO PERSADA,Pupuk Hara Makro Majemuk,Butiran (Granular),2,P2O5,p2o5,9%,numerik,,9,9,,%,
01.01.2025.515,op:prd:00011743,Mentari,PERMATA AGRO PERSADA,Pupuk Hara Makro Majemuk,Butiran (Granular),3,K2O,k2o,20%,numerik,,20,20,,%,
01.01.2025.515,op:prd:00011743,Mentari,PERMATA AGRO PERSADA,Pupuk Hara Makro Majemuk,Butiran (Granular),4,Kadar air,kadar air,"1,96%",numerik,,1.96,1.96,,%,
01.01.2021.995,op:prd:00011744,PUSRI,PUPUK SRIWIDJAJA PALEMBANG,Pupuk Hara Makro Majemuk,Butiran (Granular),1,N,n,15 %,numerik,,15,15,,%,
01.01.2021.995,op:prd:00011744,PUSRI,PUPUK SRIWIDJAJA PALEMBANG,Pupuk Hara Makro Majemuk,Butiran (Granular),2,P2O5,p2o5,15 %,numerik,,15,15,,%,
01.01.2021.995,op:prd:00011744,PUSRI,PUPUK SRIWIDJAJA PALEMBANG,Pupuk Hara Makro Majemuk,Butiran (Granular),3,K2O,k2o,15 %,numerik,,15,15,,%,
01.01.2021.995,op:prd:00011744,PUSRI,PUPUK SRIWIDJAJA PALEMBANG,Pupuk Hara Makro Majemuk,Butiran (Granular),4,Kadar Air,kadar air,"0,76 %",numerik,,0.76,0.76,,%,
01.01.2024.284,op:prd:00011745,GREENSKA,NUSANTARA GREEN LAND,Pupuk Hara Makro Majemuk,Butiran (Granular),1,N,n,13%,numerik,,13,13,,%,
01.01.2024.284,op:prd:00011745,GREENSKA,NUSANTARA GREEN LAND,Pupuk Hara Makro Majemuk,Butiran (Granular),2,P2O5,p2o5,6%,numerik,,6,6,,%,
01.01.2024.284,op:prd:00011745,GREENSKA,NUSANTARA GREEN LAND,Pupuk Hara Makro Majemuk,Butiran (Granular),3,K2O,k2o,27%,numerik,,27,27,,%,
01.01.2024.284,op:prd:00011745,GREENSKA,NUSANTARA GREEN LAND,Pupuk Hara Makro Majemuk,Butiran (Granular),4,Kadar air,kadar air,"1,20%",numerik,,1.2,1.2,,%,
03.02.2021.368,op:prd:00011746,APH BIO BIAGMA,BINA AGROSIWI MANDIRI,Hayati Majemuk,Cair (Liquid),1,Azospirillum sp,azospirillum sp,"1,1 x 10^8 CFU/ml",numerik,,1.1,1.1,100000000,CFU/ml,
03.02.2021.368,op:prd:00011746,APH BIO BIAGMA,BINA AGROSIWI MANDIRI,Hayati Majemuk,Cair (Liquid),2,Azotobacter sp,azotobacter sp,"1,6 x 10^8 CFU/ml",numerik,,1.6,1.6,100000000,CFU/ml,
03.02.2021.368,op:prd:00011746,APH BIO BIAGMA,BINA AGROSIWI MANDIRI,Hayati Majemuk,Cair (Liquid),3,Bacillus sp,bacillus sp,"6,3 x 10^9 CFU/ml",numerik,,6.3,6.3,1000000000,CFU/ml,
03.02.2021.368,op:prd:00011746,APH BIO BIAGMA,BINA AGROSIWI MANDIRI,Hayati Majemuk,Cair (Liquid),4,Pseudomonas flourescens,pseudomonas flourescens,"6,4 x 10^7 CFU/ml",numerik,,6.4,6.4,10000000,CFU/ml,
03.02.2021.368,op:prd:00011746,APH BIO BIAGMA,BINA AGROSIWI MANDIRI,Hayati Majemuk,Cair (Liquid),5,Trichoderma sp,trichoderma sp,"1,0 x 10^4 CFU/ml",numerik,,1,1,10000,CFU/ml,
01.01.2025.955,op:prd:00011747,BLESS,ANUGERAH MUSTIKA OSTINDO,Pupuk Hara Makro Majemuk,Butiran (Granular),1,N,n,16%,numerik,,16,16,,%,
01.01.2025.955,op:prd:00011747,BLESS,ANUGERAH MUSTIKA OSTINDO,Pupuk Hara Makro Majemuk,Butiran (Granular),2,P2O5,p2o5,16%,numerik,,16,16,,%,
01.01.2025.955,op:prd:00011747,BLESS,ANUGERAH MUSTIKA OSTINDO,Pupuk Hara Makro Majemuk,Butiran (Granular),3,K2O,k2o,16%,numerik,,16,16,,%,
01.01.2025.955,op:prd:00011747,BLESS,ANUGERAH MUSTIKA OSTINDO,Pupuk Hara Makro Majemuk,Butiran (Granular),4,Kadar air,kadar air,"0,4%",numerik,,0.4,0.4,,%,
01.02.2024.544,op:prd:00011748,ANSTROBOS,AGRO NIAGA SEJATI,Pupuk Hara Makro Majemuk,Cair (Liquid),1,N,n,"6,35%",numerik,,6.35,6.35,,%,
01.02.2024.544,op:prd:00011748,ANSTROBOS,AGRO NIAGA SEJATI,Pupuk Hara Makro Majemuk,Cair (Liquid),2,P2O5,p2o5,"7,68%",numerik,,7.68,7.68,,%,
01.02.2024.544,op:prd:00011748,ANSTROBOS,AGRO NIAGA SEJATI,Pupuk Hara Makro Majemuk,Cair (Liquid),3,K2O,k2o,"5,56%",numerik,,5.56,5.56,,%,
02.01.2021.516,op:prd:00011749,MEGA_BIO-Gen8,MEGA ORGANOFERTILISER,Pupuk Organik,Butiran (Granular),1,C-organik,c-organik,"15,02 %",numerik,,15.02,15.02,,%,
02.01.2021.516,op:prd:00011749,MEGA_BIO-Gen8,MEGA ORGANOFERTILISER,Pupuk Organik,Butiran (Granular),2,C/N Rasio,c/n rasio,"10,81",numerik,,10.81,10.81,,,
02.01.2021.516,op:prd:00011749,MEGA_BIO-Gen8,MEGA ORGANOFERTILISER,Pupuk Organik,Butiran (Granular),3,N-total,n-total,"1,39 %",numerik,,1.39,1.39,,%,
02.01.2021.516,op:prd:00011749,MEGA_BIO-Gen8,MEGA ORGANOFERTILISER,Pupuk Organik,Butiran (Granular),4,P2O5- total,p2o5- total,"8,21 %",numerik,,8.21,8.21,,%,
02.01.2021.516,op:prd:00011749,MEGA_BIO-Gen8,MEGA ORGANOFERTILISER,Pupuk Organik,Butiran (Granular),5,K2O - total,k2o - total,"0,85 %",numerik,,0.85,0.85,,%,
02.01.2021.516,op:prd:00011749,MEGA_BIO-Gen8,MEGA ORGANOFERTILISER,Pupuk Organik,Butiran (Granular),6,Bacillus sp,bacillus sp,"3,6 x 10^9 CFU/g",numerik,,3.6,3.6,1000000000,CFU/g,
02.01.2021.516,op:prd:00011749,MEGA_BIO-Gen8,MEGA ORGANOFERTILISER,Pupuk Organik,Butiran (Granular),7,Kadar Air,kadar air,"20,31 %",numerik,,20.31,20.31,,%,
02.01.2021.516,op:prd:00011749,MEGA_BIO-Gen8,MEGA ORGANOFERTILISER,Pupuk Organik,Butiran (Granular),8,pH,ph,"8,93",numerik,,8.93,8.93,,,
04.02.2024.318,op:prd:00011750,HUMIC PLUS Green Agri,GREEN AGRI INDONESIA,Senyawa Humat,Cair (Liquid),1,Senyawa Humat,senyawa humat,"10,73 %",numerik,,10.73,10.73,,%,
04.02.2024.318,op:prd:00011750,HUMIC PLUS Green Agri,GREEN AGRI INDONESIA,Senyawa Humat,Cair (Liquid),2,Natrium (Na),natrium (na),"0,53 %",numerik,,0.53,0.53,,%,
04.02.2024.318,op:prd:00011750,HUMIC PLUS Green Agri,GREEN AGRI INDONESIA,Senyawa Humat,Cair (Liquid),3,pH,ph,"10,01",numerik,,10.01,10.01,,,
01.02.2022.1497,op:prd:00011751,BAI KALIUM CAIR,CV. Bumi Agro Indonesia,,Cair (Liquid),1,K2O,k2o,32%,numerik,,32,32,,%,
01.03.2021.621,op:prd:00011752,TOPSIL,DYRIZ INDONESIA,,Tepung (Powder),1,Zn,zn,4.3 %,numerik,,4.3,4.3,,%,
01.03.2021.621,op:prd:00011752,TOPSIL,DYRIZ INDONESIA,,Tepung (Powder),2,Cu,cu,"0,7 %",numerik,,0.7,0.7,,%,
01.03.2021.621,op:prd:00011752,TOPSIL,DYRIZ INDONESIA,,Tepung (Powder),3,Kadar Air,kadar air,"0,02 %",numerik,,0.02,0.02,,%,
02.01.2025.315,op:prd:00011753,PRIMATANI,MEGA PRIMATANI LESTARI,Pupuk Organik,Butiran (Granular),1,C-organik,c-organik,"19,90 %",numerik,,19.9,19.9,,%,
02.01.2025.315,op:prd:00011753,PRIMATANI,MEGA PRIMATANI LESTARI,Pupuk Organik,Butiran (Granular),2,C/N,c/n,"15,54",numerik,,15.54,15.54,,,
02.01.2025.315,op:prd:00011753,PRIMATANI,MEGA PRIMATANI LESTARI,Pupuk Organik,Butiran (Granular),3,N + P2O5 + K2O,n + p2o5 + k2o,"6,46 %",numerik,,6.46,6.46,,%,
02.01.2025.315,op:prd:00011753,PRIMATANI,MEGA PRIMATANI LESTARI,Pupuk Organik,Butiran (Granular),4,Kadar Air,kadar air,"9,95 %",numerik,,9.95,9.95,,%,
02.01.2025.315,op:prd:00011753,PRIMATANI,MEGA PRIMATANI LESTARI,Pupuk Organik,Butiran (Granular),5,pH,ph,"9,0",numerik,,9,9,,,
02.01.2025.315,op:prd:00011753,PRIMATANI,MEGA PRIMATANI LESTARI,Pupuk Organik,Butiran (Granular),6,Fe-total,fe-total,"14.802,33 ppm",numerik,,14802.33,14802.33,,ppm,
02.01.2025.315,op:prd:00011753,PRIMATANI,MEGA PRIMATANI LESTARI,Pupuk Organik,Butiran (Granular),7,Fe-tersedia,fe-tersedia,"587,77 ppm",numerik,,587.77,587.77,,ppm,
02.01.2025.315,op:prd:00011753,PRIMATANI,MEGA PRIMATANI LESTARI,Pupuk Organik,Butiran (Granular),8,Zn,zn,"370,43 ppm",numerik,,370.43,370.43,,ppm,
02.01.2025.315,op:prd:00011753,PRIMATANI,MEGA PRIMATANI LESTARI,Pupuk Organik,Butiran (Granular),9,Bacillus sp,bacillus sp,"4,60 x 10^8 cfu/g",numerik,,4.6,4.6,100000000,cfu/g,
02.01.2025.315,op:prd:00011753,PRIMATANI,MEGA PRIMATANI LESTARI,Pupuk Organik,Butiran (Granular),10,Trichoderma sp,trichoderma sp,"6,00 x 10^6 cfu/g",numerik,,6,6,1000000,cfu/g,
02.08.2026.277,op:prd:00011754,Alam Jaya,SULTAN AGRO NUSANTARA,Pupuk Organik,Bentuk Lainnya,1,C-organik,c-organik,"27,80 %",numerik,,27.8,27.8,,%,
02.08.2026.277,op:prd:00011754,Alam Jaya,SULTAN AGRO NUSANTARA,Pupuk Organik,Bentuk Lainnya,2,C/N,c/n,"23,16",numerik,,23.16,23.16,,,
02.08.2026.277,op:prd:00011754,Alam Jaya,SULTAN AGRO NUSANTARA,Pupuk Organik,Bentuk Lainnya,3,N + P2O5 + K2O,n + p2o5 + k2o,"4,45 %",numerik,,4.45,4.45,,%,
02.08.2026.277,op:prd:00011754,Alam Jaya,SULTAN AGRO NUSANTARA,Pupuk Organik,Bentuk Lainnya,4,Kadar Air,kadar air,"23,66 %",numerik,,23.66,23.66,,%,
02.08.2026.277,op:prd:00011754,Alam Jaya,SULTAN AGRO NUSANTARA,Pupuk Organik,Bentuk Lainnya,5,pH,ph,"8,8",numerik,,8.8,8.8,,,
02.08.2026.277,op:prd:00011754,Alam Jaya,SULTAN AGRO NUSANTARA,Pupuk Organik,Bentuk Lainnya,6,Fe-total,fe-total,"7432,01 ppm",numerik,,7432.01,7432.01,,ppm,
02.08.2026.277,op:prd:00011754,Alam Jaya,SULTAN AGRO NUSANTARA,Pupuk Organik,Bentuk Lainnya,7,Fe-tersedia,fe-tersedia,"958,22 ppm",numerik,,958.22,958.22,,ppm,
02.08.2026.277,op:prd:00011754,Alam Jaya,SULTAN AGRO NUSANTARA,Pupuk Organik,Bentuk Lainnya,8,Zn,zn,"139,39 ppm",numerik,,139.39,139.39,,ppm,
02.01.2020.405,op:prd:00011755,IMPROBIO™ (BIO – ORGANIC FERTILIZER),PINAGO UTAMA,Pupuk Organik,Butiran (Granular),1,C-organik,c-organik,"36,33 %",numerik,,36.33,36.33,,%,
02.01.2020.405,op:prd:00011755,IMPROBIO™ (BIO – ORGANIC FERTILIZER),PINAGO UTAMA,Pupuk Organik,Butiran (Granular),2,C/N,c/n,"16,82",numerik,,16.82,16.82,,,
02.01.2020.405,op:prd:00011755,IMPROBIO™ (BIO – ORGANIC FERTILIZER),PINAGO UTAMA,Pupuk Organik,Butiran (Granular),3,N-total,n-total,"2,16 %",numerik,,2.16,2.16,,%,
02.01.2020.405,op:prd:00011755,IMPROBIO™ (BIO – ORGANIC FERTILIZER),PINAGO UTAMA,Pupuk Organik,Butiran (Granular),4,K2O-total,k2o-total,"2,11 %",numerik,,2.11,2.11,,%,
02.01.2020.405,op:prd:00011755,IMPROBIO™ (BIO – ORGANIC FERTILIZER),PINAGO UTAMA,Pupuk Organik,Butiran (Granular),5,P2O5-total,p2o5-total,"2,07 %",numerik,,2.07,2.07,,%,
02.01.2020.405,op:prd:00011755,IMPROBIO™ (BIO – ORGANIC FERTILIZER),PINAGO UTAMA,Pupuk Organik,Butiran (Granular),6,Kadar Air,kadar air,"12,43 %",numerik,,12.43,12.43,,%,
02.01.2020.405,op:prd:00011755,IMPROBIO™ (BIO – ORGANIC FERTILIZER),PINAGO UTAMA,Pupuk Organik,Butiran (Granular),7,pH,ph,"8,8",numerik,,8.8,8.8,,,
