nomor_pendaftaran,produk_id,nama_produk,jenis_pestisida,bidang_penggunaan,komoditas_label,komoditas_id,opt_label,opt_nama_ilmiah,opt_id,dosis_teks,dosis_min,dosis_maks,dosis_satuan,satuan_kolom,dosis_asal,baris_asal,catatan_baris
06080120248725,op:prd:00003482,V-BOSMART 40 SP,Pestisida Rumah Tangga,"Pemukiman, Bangunan dan Rumah Tangga",Di dalam ruangan,,Lalat,Musca domestica,op:pst:00001035,8,8,8,g/l,g/l,kolom,utama,
01030120093477,op:prd:00003484,PILARQUAT 135/2 SL*,Herbisida,,Lahan tanpa tanaman,op:cmd:00001022,Gulma golongan rumput,Paspalum conjugatum,op:pst:00001003,3 - 4,3,4,l/ha,l/ha,kolom,utama,
01030120093477,op:prd:00003484,PILARQUAT 135/2 SL*,Herbisida,,Lahan tanpa tanaman,op:cmd:00001022,Gulma berdaun lebar,Ageratum conyzoides,op:pst:00001000,3 - 4,3,4,l/ha,l/ha,kolom,utama,
01030120093477,op:prd:00003484,PILARQUAT 135/2 SL*,Herbisida,,Lahan tanpa tanaman,op:cmd:00001022,Gulma berdaun lebar,Synedrella nodiflora,op:pst:00001004,3 - 4,3,4,l/ha,l/ha,kolom,utama,
01030120093477,op:prd:00003484,PILARQUAT 135/2 SL*,Herbisida,,Lahan tanpa tanaman,op:cmd:00001022,Gulma berdaun lebar,Clidemia hirta,op:pst:00001017,3 - 4,3,4,l/ha,l/ha,kolom,utama,
01030120258857,op:prd:00003485,REDPIK 240 SL,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,teki,Cyperus rotundus,op:pst:00001039,"0,5 - 1,5",0.5,1.5,l/ha,l/ha,kolom,utama,
01030120258857,op:prd:00003485,REDPIK 240 SL,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma berdaun lebar,Synedrella nodiflora,op:pst:00001004,"0,5 - 1,5 l/ha",0.5,1.5,l/ha,-,kurung-latin,utama,
01030120258857,op:prd:00003485,REDPIK 240 SL,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma berdaun lebar,Richardia brasiliensis,op:pst:00001027,"0,5 - 1,5 l/ha",0.5,1.5,l/ha,-,kurung-latin,utama,
01030120258857,op:prd:00003485,REDPIK 240 SL,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma berdaun lebar,Cleome rutidosperma,op:pst:00001026,"0,5 - 1,5",0.5,1.5,l/ha,l/ha,kolom,utama,
01030120258857,op:prd:00003485,REDPIK 240 SL,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma berdaun lebar,Ageratum conyzoides,op:pst:00001000,"0,5 - 1,5 l/ha",0.5,1.5,l/ha,-,kurung-latin,utama,
01030120258857,op:prd:00003485,REDPIK 240 SL,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma berdaun lebar,Borreria alata,op:pst:00001001,"0,5 - 1,5 l/ha",0.5,1.5,l/ha,-,kurung-latin,utama,
01030120258857,op:prd:00003485,REDPIK 240 SL,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma golongan rumput,Digitaria ciliaris,op:pst:00001008,"0,5 - 1,5 l/ha",0.5,1.5,l/ha,-,kurung-latin,utama,
01030120258857,op:prd:00003485,REDPIK 240 SL,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma golongan rumput,Echinochloa colona,op:pst:00001070,"0,5 - 1,5 l/ha",0.5,1.5,l/ha,-,kurung-latin,utama,
01030120258857,op:prd:00003485,REDPIK 240 SL,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma golongan rumput,Rootbelia exaltata,op:pst:00001358,"0,5 - 1,5 l/ha",0.5,1.5,l/ha,-,kurung-latin,utama,
01030120258857,op:prd:00003485,REDPIK 240 SL,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma golongan rumput,Eleusine indica,op:pst:00001013,"0,5 - 1,5",0.5,1.5,l/ha,l/ha,kolom,utama,
01030120258857,op:prd:00003485,REDPIK 240 SL,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma golongan rumput,Digitaria sanguinalis,op:pst:00001103,"0,5 - 1,5 l/ha",0.5,1.5,l/ha,-,kurung-latin,utama,
01030120258857,op:prd:00003485,REDPIK 240 SL,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma golongan rumput,Brachiaria mutica,op:pst:00001050,"0,5 - 1,5 l/ha",0.5,1.5,l/ha,-,kurung-latin,utama,
01030120072714,op:prd:00003486,BENTOP 276 SL,Herbisida,,Kelapa sawit (TM),op:cmd:00001000,"gulma berdaun lebar (1,5 - 3 l/ha )",Borreria alata,op:pst:00001001,1.5-3,1.5,3,l/ha,l/ha,kolom,utama,
01030120072714,op:prd:00003486,BENTOP 276 SL,Herbisida,,Kelapa sawit (TM),op:cmd:00001000,"gulma berdaun lebar (1,5 - 3 l/ha )",Mikania micrantha,op:pst:00001005,1.5-3,1.5,3,l/ha,l/ha,kolom,utama,
01030120072714,op:prd:00003486,BENTOP 276 SL,Herbisida,,Kelapa sawit (TM),op:cmd:00001000,"gulma golongan rumput (1,5 - 3 l/ha )",Paspalum conjugatum,op:pst:00001003,1.5-3,1.5,3,l/ha,l/ha,kolom,utama,
01030120072714,op:prd:00003486,BENTOP 276 SL,Herbisida,,Jagung TOT,op:cmd:00001042,"gulma berdaun lebar (0,75 - 1,5 l/ha )",Borreria alata,op:pst:00001001,0.75-1.5,0.75,1.5,l/ha,l/ha,kolom,utama,
01030120072714,op:prd:00003486,BENTOP 276 SL,Herbisida,,Jagung TOT,op:cmd:00001042,"gulma berdaun lebar (0,75 - 1,5 l/ha )",Phyllanthus niruri,op:pst:00001160,0.75-1.5,0.75,1.5,l/ha,l/ha,kolom,utama,
01030120072714,op:prd:00003486,BENTOP 276 SL,Herbisida,,Jagung TOT,op:cmd:00001042,"gulma berdaun lebar (0,75 - 1,5 l/ha )",Ageratum conyzoides,op:pst:00001000,0.75-1.5,0.75,1.5,l/ha,l/ha,kolom,utama,
01030120072714,op:prd:00003486,BENTOP 276 SL,Herbisida,,Jagung TOT,op:cmd:00001042,"gulma golongan rumput (1 - 1,5 l/ha )",Axonopus compressus,op:pst:00001006,1-1.5,1,1.5,l/ha,l/ha,kolom,utama,
01010120134818,op:prd:00003487,SANVIN 88 SP,Insektisida,,Jagung,op:cmd:00001002,hama belalang,Oxya chinensis,op:pst:00001112,2,2,2,kg/ha,kg/ha,kolom,utama,
01030120185996,op:prd:00003488,TURMADAN 328 SL,Herbisida,,Karet (TBM),op:cmd:00001464,Gulma berdaun lebar,Borreria alata,op:pst:00001001,"1,5-2 l/ha",1.5,2,l/ha,-,kurung-latin,utama,
01030120185996,op:prd:00003488,TURMADAN 328 SL,Herbisida,,Karet (TBM),op:cmd:00001464,Gulma berdaun lebar,Mikania micrantha,op:pst:00001005,"1,5-2 l/ha",1.5,2,l/ha,-,kurung-latin,utama,
01030120185996,op:prd:00003488,TURMADAN 328 SL,Herbisida,,Karet (TBM),op:cmd:00001464,Gulma berdaun lebar,Synedrella nodiflora,op:pst:00001004,"1,5-2 l/ha",1.5,2,l/ha,-,kurung-latin,utama,
01030120185996,op:prd:00003488,TURMADAN 328 SL,Herbisida,,Karet (TBM),op:cmd:00001464,Gulma berdaun lebar,Ageratum conyzoides,op:pst:00001000,"1,5-2,0",1.5,2,l/ha,l/ha,kolom,utama,
01030120185996,op:prd:00003488,TURMADAN 328 SL,Herbisida,,Karet (TBM),op:cmd:00001464,gulma golongan rumput,Ischaemum timorense,op:pst:00001012,"1,5-2 l/ha",1.5,2,l/ha,-,kurung-latin,utama,
01030120185996,op:prd:00003488,TURMADAN 328 SL,Herbisida,,Karet (TBM),op:cmd:00001464,gulma golongan rumput,Paspalum conjugatum,op:pst:00001003,"1,5-2,0",1.5,2,l/ha,l/ha,kolom,utama,
01020120269561,op:prd:00003489,ENDENSOR 50 SC,Fungisida,Pengelola Tanaman,Padi,op:cmd:00000006,penyakit blas,Pyricularia oryzae,op:pst:00001037,1,1,1,ml/l,ml/l,kolom,utama,
01030120175827,op:prd:00003490,BENZA 480 SL,Herbisida,,Padi gogo,op:cmd:00000006,gulma daun lebar,Synedrella nodiflora,op:pst:00001004,"1,5-2",1.5,2,l/ha,l/ha,kolom,utama,
01030120175827,op:prd:00003490,BENZA 480 SL,Herbisida,,Padi gogo,op:cmd:00000006,gulma daun lebar,Ageratum conyzoides,op:pst:00001000,"1,5-2",1.5,2,l/ha,l/ha,kolom,utama,
01030120175827,op:prd:00003490,BENZA 480 SL,Herbisida,,Padi gogo,op:cmd:00000006,gulma daun lebar,Bidens pilosa,op:pst:00001052,"1,5-2",1.5,2,l/ha,l/ha,kolom,utama,
01030120175827,op:prd:00003490,BENZA 480 SL,Herbisida,,Padi gogo,op:cmd:00000006,gulma daun lebar,Asystasia gangetica,op:pst:00001018,"1,5-2",1.5,2,l/ha,l/ha,kolom,utama,
01030120175827,op:prd:00003490,BENZA 480 SL,Herbisida,,Padi gogo,op:cmd:00000006,gulma daun lebar,Borreria alata,op:pst:00001001,"1,5-2",1.5,2,l/ha,l/ha,kolom,utama,
01030120175827,op:prd:00003490,BENZA 480 SL,Herbisida,,Padi gogo,op:cmd:00000006,gulma daun lebar,Alternanthera sessilis,op:pst:00001080,"1,5-2",1.5,2,l/ha,l/ha,kolom,utama,
01010120072705,op:prd:00003492,PRIMADINE 450 SL,Insektisida,,Padi Sawah,op:cmd:00000006,Wereng batang coklat,Nilaparvata lugens,op:pst:00001009,"2,25",2.25,2.25,ml/l,ml/l,kolom,utama,
01010120072705,op:prd:00003492,PRIMADINE 450 SL,Insektisida,,Padi Sawah,op:cmd:00000006,Penggerek batang padi kuning,Schirpophaga incertulas,op:pst:00001023,"2,25",2.25,2.25,ml/l,ml/l,kolom,utama,
01030120259118,op:prd:00003493,RUTTER PRO 50/100 ME,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TM),op:cmd:00001000,gulma berdaun lebar,Chromolaena odorata,op:pst:00001020,2 - 3 l/ha,2,3,l/ha,-,kurung-latin,utama,
01030120259118,op:prd:00003493,RUTTER PRO 50/100 ME,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TM),op:cmd:00001000,gulma berdaun lebar,Borreria alata,op:pst:00001001,2 - 3 l/ha,2,3,l/ha,-,kurung-latin,utama,
01030120259118,op:prd:00003493,RUTTER PRO 50/100 ME,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TM),op:cmd:00001000,gulma berdaun lebar,Commelina benghalensis,op:pst:00001044,2 - 3,2,3,l/ha,l/ha,kolom,utama,
01030120259118,op:prd:00003493,RUTTER PRO 50/100 ME,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TM),op:cmd:00001000,gulma golongan rumput,Paspalum conjugatum,op:pst:00001003,2 - 3,2,3,l/ha,l/ha,kolom,utama,
01030120259118,op:prd:00003493,RUTTER PRO 50/100 ME,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TM),op:cmd:00001000,gulma golongan rumput,Ottochloa nodosa,op:pst:00001002,2 - 3 l/ha,2,3,l/ha,-,kurung-latin,utama,
01010120248672,op:prd:00003494,"PHEFOC 0,03 SL",Insektisida,Pengelola Tanaman,Jagung,op:cmd:00001002,ulat grayak,Spodoptera frugiperda,op:pst:00001033,8,8,8,ml/l,ml/l,kolom,utama,
01030120269539,op:prd:00003495,CILLIAN 475 SL,Herbisida,Pengelola Tanaman,Budidaya eukaliptus,op:cmd:00001062,gulma berdaun lebar,Mikania micrantha,op:pst:00001005,"0,6 - 1,2",0.6,1.2,l/ha,l/ha,kolom,utama,
01030120269539,op:prd:00003495,CILLIAN 475 SL,Herbisida,Pengelola Tanaman,Budidaya eukaliptus,op:cmd:00001062,gulma berdaun lebar,Ageratum conyzoides,op:pst:00001000,"0,6 - 1,2 l/ha",0.6,1.2,l/ha,-,kurung-latin,utama,
01030120269539,op:prd:00003495,CILLIAN 475 SL,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TM),op:cmd:00001000,gulma berdaun lebar,Ageratum conyzoides,op:pst:00001000,"0,6 - 1,2",0.6,1.2,l/ha,l/ha,kolom,utama,
01030120269539,op:prd:00003495,CILLIAN 475 SL,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TM),op:cmd:00001000,gulma berdaun lebar,Borreria alata,op:pst:00001001,"0,6 - 1,2 l/ha",0.6,1.2,l/ha,-,kurung-latin,utama,
01030120062476,op:prd:00003496,SUNATRA 500 SC,Herbisida,,Budidaya Jagung,op:cmd:00001002,Golongan berdaun lebar,Cleome rutidosperma,op:pst:00001026,1.5 - 2,1.5,2,l/ha,l/ha,kolom,utama,
01030120062476,op:prd:00003496,SUNATRA 500 SC,Herbisida,,Budidaya Jagung,op:cmd:00001002,Golongan berdaun lebar,Richardia brasiliensis,op:pst:00001027,1.5 - 2,1.5,2,l/ha,l/ha,kolom,utama,
01030120062476,op:prd:00003496,SUNATRA 500 SC,Herbisida,,Budidaya Jagung,op:cmd:00001002,Golongan berdaun lebar,Praxelis clematidae,op:pst:00001054,1.5 - 2,1.5,2,l/ha,l/ha,kolom,utama,
01030120062476,op:prd:00003496,SUNATRA 500 SC,Herbisida,,Budidaya Jagung,op:cmd:00001002,Gulma golongan rumput,Echinochloa colona,op:pst:00001070,1.5 - 2,1.5,2,l/ha,l/ha,kolom,utama,
01030120062476,op:prd:00003496,SUNATRA 500 SC,Herbisida,,Budidaya Jagung,op:cmd:00001002,Gulma golongan rumput,Dactyloctenium aegyptium,op:pst:00001137,1.5 - 2,1.5,2,l/ha,l/ha,kolom,utama,
01030120062476,op:prd:00003496,SUNATRA 500 SC,Herbisida,,Budidaya Jagung,op:cmd:00001002,Teki,Cyperus iria,op:pst:00001016,2.5 - 3,2.5,3,l/ha,l/ha,kolom,utama,
01010120186021,op:prd:00003497,DEKTIN 30 WG,Insektisida,,Bawang merah:,op:cmd:00000004,hama kutu daun,Myzus persicae,op:pst:00000002,1,1,1,g/l,g/l,kolom,utama,
01030120259085,op:prd:00003498,LONG-LASTING 50 WP,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,teki,Cyperus kyllingia,op:pst:00001072,150 - 250,150,250,g/ha,g/ha,kolom,utama,
01030120259085,op:prd:00003498,LONG-LASTING 50 WP,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma berdaun lebar,Cleome rutidosperma,op:pst:00001026,150 - 250,150,250,g/ha,g/ha,kolom,utama,
01030120259085,op:prd:00003498,LONG-LASTING 50 WP,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma berdaun lebar,Mimosa invisa,op:pst:00001128,150 - 250,150,250,g/ha,g/ha,kolom,utama,
01030120259085,op:prd:00003498,LONG-LASTING 50 WP,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma berdaun lebar,Ageratum conyzoides,op:pst:00001000,150 - 250,150,250,g/ha,g/ha,kolom,utama,
01030120259085,op:prd:00003498,LONG-LASTING 50 WP,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma berdaun lebar,Commelina benghalensis,op:pst:00001044,150 - 250,150,250,g/ha,g/ha,kolom,utama,
01030120259085,op:prd:00003498,LONG-LASTING 50 WP,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma berdaun lebar,Ipomoea triloba,op:pst:00001059,150 - 250,150,250,g/ha,g/ha,kolom,utama,
01030120259085,op:prd:00003498,LONG-LASTING 50 WP,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma berdaun lebar,Philantus niruri,op:pst:00001882,150 - 250,150,250,g/ha,g/ha,kolom,utama,
01030120259085,op:prd:00003498,LONG-LASTING 50 WP,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma berdaun lebar,Celosia argentea,op:pst:00001262,150 - 250,150,250,g/ha,g/ha,kolom,utama,
01030120259085,op:prd:00003498,LONG-LASTING 50 WP,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma berdaun lebar,Clidemia hirta,op:pst:00001017,150 - 250,150,250,g/ha,g/ha,kolom,utama,
01030120259085,op:prd:00003498,LONG-LASTING 50 WP,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma berdaun lebar,Spigelia anthelmia,op:pst:00001165,150 - 250,150,250,g/ha,g/ha,kolom,utama,
01030120259085,op:prd:00003498,LONG-LASTING 50 WP,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma berdaun lebar,Chromolaena odorata,op:pst:00001020,150 - 250,150,250,g/ha,g/ha,kolom,utama,
01030120259085,op:prd:00003498,LONG-LASTING 50 WP,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma berdaun lebar,Calopogonium mucunoides,op:pst:00001060,150 - 250,150,250,g/ha,g/ha,kolom,utama,
01030120259085,op:prd:00003498,LONG-LASTING 50 WP,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma berdaun lebar,Richardia brasiliensis,op:pst:00001027,150 - 250,150,250,g/ha,g/ha,kolom,utama,
01030120259085,op:prd:00003498,LONG-LASTING 50 WP,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma golongan rumput,Brachiaria mutica,op:pst:00001050,150 - 250,150,250,g/ha,g/ha,kolom,utama,
01030120259085,op:prd:00003498,LONG-LASTING 50 WP,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma golongan rumput,Eleusine indica,op:pst:00001013,150 - 250,150,250,g/ha,g/ha,kolom,utama,
01030120259085,op:prd:00003498,LONG-LASTING 50 WP,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma golongan rumput,Paspalum conjugatum,op:pst:00001003,150 - 250,150,250,g/ha,g/ha,kolom,utama,
01030120259085,op:prd:00003498,LONG-LASTING 50 WP,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma golongan rumput,Rottboelia exaltata,op:pst:00001214,150 - 250,150,250,g/ha,g/ha,kolom,utama,
01030120259085,op:prd:00003498,LONG-LASTING 50 WP,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma golongan rumput,Echinochloa colona,op:pst:00001070,150 - 250,150,250,g/ha,g/ha,kolom,utama,
01030120259085,op:prd:00003498,LONG-LASTING 50 WP,Herbisida,Pengelola Tanaman,Budidaya tebu,op:cmd:00001006,gulma golongan rumput,Setaria plicata,op:pst:00001021,150 - 250,150,250,g/ha,g/ha,kolom,utama,
01060120269542,op:prd:00003500,COPPERSONG 77 WG,Bakterisida,Pengelola Tanaman,Padi,op:cmd:00000006,penyakit hawar daun,Xanthomonas oryzae,op:pst:00001101,1,1,1,g/l,g/l,kolom,utama,
01010120186075,op:prd:00003501,RONNO 100 EC,Insektisida,,Cabai,op:cmd:00001003,hama trips,Thrips sp.,op:pst:00001063,500,500,500,ml/ha,ml/ha,kolom,utama,
01020120206903,op:prd:00003502,BOLMORE 50 WG,Fungisida,,Tomat,op:cmd:00000003,penyakit bercak coklat,Alternaria solani,op:pst:00001056,"0,5",0.5,0.5,g/l,g/l,kolom,utama,
01010120103756,op:prd:00003503,KENCEPAT 75 SP,Insektisida,,Kelapa Sawit,op:cmd:00001000,ulat kantong,Metisa plana,op:pst:00001064,15,15,15,gr/Pohon,gr/Pohon,kolom,utama,
01010120103756,op:prd:00003503,KENCEPAT 75 SP,Insektisida,,Cabai,op:cmd:00001003,ulat grayak,Spodoptera litura,op:pst:00000005,2,2,2,g/l,g/l,kolom,utama,
01010120227702,op:prd:00003504,SAMBIFEN 25 EC,Insektisida,Pengelola Tanaman,Cengkeh,op:cmd:00001040,hama trips,Scirtothrips dorsalis,op:pst:00001883,3,3,3,ml/l,ml/l,kolom,utama,
01030120269462,op:prd:00003505,RICELOONG GOLD 120 OD,Herbisida,Pengelola Tanaman,Budidaya padi sawah,op:cmd:00000006,gulma golongan rumput,Echinochloa crusgalli,op:pst:00001031,500 - 1000 ml/ha,500,1000,ml/ha,-,kurung-latin,utama,
01030120269462,op:prd:00003505,RICELOONG GOLD 120 OD,Herbisida,Pengelola Tanaman,Budidaya padi sawah,op:cmd:00000006,gulma golongan rumput,Leptochloa chinensis,op:pst:00001029,500 – 1000,500,1000,ml/ha,ml/ha,kolom,utama,
01030120269462,op:prd:00003505,RICELOONG GOLD 120 OD,Herbisida,Pengelola Tanaman,Budidaya padi sawah,op:cmd:00000006,teki,Cyperus iria,op:pst:00001016,500 – 1000,500,1000,ml/ha,ml/ha,kolom,utama,
01030120269462,op:prd:00003505,RICELOONG GOLD 120 OD,Herbisida,Pengelola Tanaman,Budidaya padi sawah,op:cmd:00000006,gulma berdaun lebar,Monochoria vaginalis,op:pst:00001015,500 - 1000 ml/ha,500,1000,ml/ha,-,kurung-latin,utama,
01030120269462,op:prd:00003505,RICELOONG GOLD 120 OD,Herbisida,Pengelola Tanaman,Budidaya padi sawah,op:cmd:00000006,gulma berdaun lebar,Ludwigia octovalvis,op:pst:00001014,500 – 1000,500,1000,ml/ha,ml/ha,kolom,utama,
01010120217261,op:prd:00003507,RHANUM 50 WG,Insektisida,,Padi sawah,op:cmd:00000006,Wereng batang coklat,Nilaparvata lugens,op:pst:00001009,0.6,0.6,0.6,g/l,g/l,kolom,utama,
01020120083279,op:prd:00003508,"NEBIJIN 0,3 DP",Fungisida,,Kubis,op:cmd:00001011,penyakit akar gada,Plasmodiophora brassicae,op:pst:00001286,225,225,225,kg/ha,kg/ha,kolom,utama,
04110120196262,op:prd:00003509,EXPOSE 55 SC,Bahan pengawet kayu,,Pondasi bangunan,,Rayap tanah,Coptotermes curvignathus,op:pst:00001061,"0,625",0.625,0.625,ml/l,ml/l,kolom,utama,
04110120196262,op:prd:00003509,EXPOSE 55 SC,Bahan pengawet kayu,,Kayu gergajian,,Rayap kayu kering,Cryptotermes cynocephalus,op:pst:00001130,"0,5",0.5,0.5,ml/l,ml/l,kolom,utama,
01010120217048,op:prd:00003510,FORSA 550/60 EC,Insektisida,,Kedelai,op:cmd:00001007,Penggerek Polong,Etiella zinckenella,op:pst:00001055,3,3,3,ml/l,ml/l,kolom,utama,
01020120206842,op:prd:00003511,ZEBAPRIM 63/12 WP,Fungisida,,Tomat,op:cmd:00000003,Penyakit Bercak Coklat,Alternaria solani,op:pst:00001056,0.43,0.43,0.43,g/l,g/l,kolom,utama,
04110120237747,op:prd:00003512,ECOGARD 25 EC,Bahan pengawet kayu,"Pemukiman, Bangunan dan Rumah Tangga",Kayu gergajian,,rayap kayu kering,Cryptotermes cynocephalus,op:pst:00001130,"0,625",0.625,0.625,%,%,kolom,utama,
04110120237747,op:prd:00003512,ECOGARD 25 EC,Bahan pengawet kayu,"Pemukiman, Bangunan dan Rumah Tangga",Kayu gergajian,,hama bubuk kayu kering,Lyctus bruneus,op:pst:00002055,"0,625",0.625,0.625,%,%,kolom,utama,
04110120237747,op:prd:00003512,ECOGARD 25 EC,Bahan pengawet kayu,"Pemukiman, Bangunan dan Rumah Tangga",Kayu gergajian,,rayap tanah,Coptothermes gestroi,op:pst:00001296,"0,625",0.625,0.625,%,%,kolom,utama,
04110120237747,op:prd:00003512,ECOGARD 25 EC,Bahan pengawet kayu,"Pemukiman, Bangunan dan Rumah Tangga",Kayu gergajian,,Rayap tanah,Coptotermes gestroi,op:pst:00001296,"0,625",0.625,0.625,%,%,kolom,utama,
01020120237736,op:prd:00003513,BIOLIA 400/125 SE,Fungisida,Pengelola Tanaman,Padi:,op:cmd:00000006,Penyakit Blast,Pyricularia oryzae,op:pst:00001037,1,1,1,ml/l,ml/l,kolom,utama,
01020120237736,op:prd:00003513,BIOLIA 400/125 SE,Fungisida,Pengelola Tanaman,Padi:,op:cmd:00000006,Penyakit Hawar Pelepah,Rhizoctonia solani,op:pst:00001030,0.75,0.75,0.75,ml/l,ml/l,kolom,utama,
01020120144997,op:prd:00003514,MILOR 64/8 WP,Fungisida,,Tomat,op:cmd:00000003,penyakit hawar daun,Phytophthora infestans,op:pst:00001010,2,2,2,g/l,g/l,kolom,utama,
01020120237799,op:prd:00003515,PROPESOR 250 EC,Fungisida,Pengelola Tanaman,Padi,op:cmd:00000006,penyakit hawar pelepah,Rhizoctonia solani,op:pst:00001030,"2,0",2,2,ml/l,ml/l,kolom,utama,
06090120041014,op:prd:00003518,ALTOSID 1.3 GR,Pestisida Pengendalian Vektor Penyakit Pada Manusia,,Nyamuk,op:cmd:00001069,,Aedes aegypti,op:pst:00001007,"2,5 g/100 L air",2.5,2.5,g/100 L air,-,kolom,utama,
06090120041014,op:prd:00003518,ALTOSID 1.3 GR,Pestisida Pengendalian Vektor Penyakit Pada Manusia,,Nyamuk,op:cmd:00001069,,Anopheles sp.,op:pst:00001280,"2,5 g/100 L air",2.5,2.5,g/100 L air,-,kolom,tambahan,
01010120134748,op:prd:00003519,ANTONG 75 SP,Insektisida,Pengelola Tanaman,Kelapa sawit,op:cmd:00001000,ulat kantong,Metisa plana,op:pst:00001064,1,1,1,g/l,g/l,kolom,utama,
01030120124533,op:prd:00003520,VALANCE 288 EC,Herbisida,,Budidaya Kelapa Sawit (TBM),op:cmd:00001000,Gulma berdaun lebar,Borerria alata,op:pst:00001001,"0,75 - 1",0.75,1,l/ha,l/ha,kolom,utama,
01030120124533,op:prd:00003520,VALANCE 288 EC,Herbisida,,Budidaya Kelapa Sawit (TBM),op:cmd:00001000,Gulma berdaun lebar,Ageratum conyzoides,op:pst:00001000,"0,75 - 1",0.75,1,liter/ha,liter/ha,kolom,utama,
01030120021687,op:prd:00003521,GALAMIN 865 SL,Herbisida,,Padi sawah,op:cmd:00000006,gulma golongan rumput,"Leptochloa chinensis 0,75 - 1,5 l/ha",op:pst:00001029,"0,75 - 1,5",0.75,1.5,l/ha,l/ha,kolom,utama,
01030120021687,op:prd:00003521,GALAMIN 865 SL,Herbisida,,Padi sawah,op:cmd:00000006,gulma berdaun lebar,"Ludwigia octovalvis 0,75 - 1,5 l/ha",,"0,75 - 1,5",0.75,1.5,l/ha,l/ha,kolom,utama,Kalimat peringatan : Sisa gulma dan jerami tidak boleh dibakar
01030120021687,op:prd:00003521,GALAMIN 865 SL,Herbisida,,Padi sawah,op:cmd:00000006,gulma berdaun lebar,"Monochoria vaginalis 0,75 - 1,5 l/ha",op:pst:00001015,"0,75 - 1,5",0.75,1.5,l/ha,l/ha,kolom,utama,
01010120093572,op:prd:00003522,BIESSA 50 EC,Insektisida,,Bawang merah,op:cmd:00000004,ulat grayak,Spodoptera exigua,op:pst:00001019,"1,5",1.5,1.5,ml/l,ml/l,kolom,utama,
01010120083236,op:prd:00003524,TOXAFINE 400 EC,Insektisida,,Cabai,op:cmd:00001003,hama trips,Thrips parvispinus,op:pst:00000001,"1,5",1.5,1.5,ml/l,ml/l,kolom,utama,
01030120185982,op:prd:00003525,ROSHO 28 WP,Herbisida,,Padi sawah,op:cmd:00000006,gulma golongan rumput,Paspalum distichum,op:pst:00001117,"1 - 1,5",1,1.5,kg/ha,kg/ha,kolom,utama,
01030120185982,op:prd:00003525,ROSHO 28 WP,Herbisida,,Padi sawah,op:cmd:00000006,teki,Scirpus juncoides,op:pst:00001110,"1 - 1,5",1,1.5,kg/ha,kg/ha,kolom,utama,
01030120185982,op:prd:00003525,ROSHO 28 WP,Herbisida,,Padi sawah,op:cmd:00000006,gulma berdaun lebar,Jussiaea repens,op:pst:00001549,"1 - 1,5",1,1.5,kg/ha,kg/ha,kolom,utama,
