nomor_pendaftaran,merek,status_izin,berlaku_sampai,kedaluwarsa,putusan,menyeluruh,lingkup,zat_terlarang,lewat,bahan_tak_terpetakan,tanda_registri
"01010120248257","FLONIMAT 100/200 SC","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248261","FORACIDIN 200 EC","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248267","GOLDCHECK 30/40 WG","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248268","GOLDEN EMA 36 EC","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248285","INDOAT 400 EC","active","2029-08-09","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Dimetoat","komposisi","",""
"01010120248286","INDOKAB 40/160 SC","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248288","JAS-TRIN 100 EC","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248290","JOCKER 30 EC","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248292","KENZO 60 EC","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248293","KLOPIN 459/45.9 EC","active","2029-08-09","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120248295","LANDHYPO 500 SL","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248297","METAMECTIN 50 EC","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248303","M-PLUS 40 EC","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248304","MORIOX 100/150 SC","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248311","PASDOR 27 WP","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248312","PEMBURU 20/40 WG","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248313","PLEMAX 240/80 SC","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248314","PLENNO 50 WG","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248317","PROFILE 500 EC","active","2029-08-09","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","PROFENOFOS","komposisi","",""
"01010120248325","SAGRI-CLEAN 150/350 SC","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248326","sagriTOP 35/20 WP","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248329","SPIROTEK 500 SC","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248334","TOKSCERRO 50 EC","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248337","ULETE 30 EC","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248338","UNKA 20/50 WG","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248340","VIRAL 50 EC","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248343","XENON 20/60 WG","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248344","ZOHAR 240/40 SC","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248346","AGROTON-77 500 EC","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248348","AGXINDOR 30 WG","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248350","AJI-BAN 40/120 SC","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248351","ALMIX 141/106 SC","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248352","Amazin Gold 30/120 SC","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248356","APOTAP 40/3 WP","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248358","ATAMIT 20/25 WP","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248368","DALANG 300/50 EC","active","2029-09-19","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120248369","DIME-TAN 500 SL","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248371","EFICAZ 18 EC","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248372","E-LUFE 50/50 EC","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248395","IMIDO 200 SL","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248401","LANDOH 400 EC","active","2029-09-19","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120248402","LASER 60/20 WG","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248404","LW-THIAMETHRIN 106/141 SC","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248407","MISIL 50 WG","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248408","MIXTION 300/50 EC","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248412","ODEYA 200 SC","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248414","PASTION 500 EC","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248425","SMARTZ 65 EC","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248430","TALOS 150/30 SC","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248436","TRI-BIFLO 50/100 SC","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248437","TRI-LONGECTIN 100 CS","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248442","XYMO BUGTROL 0.30 EC","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248443","YUTADOR 25 WP","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248445","zintan 50 WG","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248446","ABAPEAK 32 EC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248448","AGRAV 75 SP","active","2029-11-18","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Asefat","komposisi","",""
"01010120248461","BLADE 5/50 WP","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248462","BOSETIN 5 WG","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248464","CHLORANLIER 200 SC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248476","DURNO 100/100 SC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248477","EL GORDO 550/100 EC","active","2029-11-18","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120248479","FASTREX 36 EC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248480","FAWEM 30 EC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248484","FLONIPRO 75/75 SE","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248488","FORANOFOS 500 EC","active","2029-11-18","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","PROFENOFOS","komposisi","",""
"01010120248490","FORMECTIN 15 WG","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248491","FORMECTIN 55 EC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248497","INDO550 500/50 EC","active","2029-11-18","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120248503","KILLMECT 5,7 WG","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248504","KINGPHAT 75 SP","active","2029-11-18","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Asefat","komposisi","",""
"01010120248505","KINGPLUS 50 EC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248509","LIGNITE 200/100 SC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248511","mafo 220/110 SC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248512","MALOSI 6/4 WG","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248513","MAORI 10 GR","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248518","MITISIDE 40/240 SC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248525","PASFOS 500 EC","active","2029-11-18","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","PROFENOFOS","komposisi","",""
"01010120248527","PAS-METRIN 100 EC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248531","PESOVER 40 SP","active","2029-11-18","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Metomil","komposisi","",""
"01010120248534","PROGRESSIVE 50 SC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248536","PROMOTRIN PLUS 250 EC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248537","PROTEGER 325 EC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248538","QILUSPIN PLUS 6/4 WG","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248542","RG 50 SC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248546","SANGKELAT 55 EC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248555","TOPINSEK 50 EC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248559","Trutone 100 SC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248560","TWIKLE 55/5 WG","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248561","UNITE 40/120 SC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248563","YUTACLOR 200 EC","active","2029-11-18","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120248564","ABISTER MAX 25/25 WG","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248566","AJI-TRIN 300 EC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248569","ALONIC 50 WG","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248577","BAZAK 29/12 WG","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248582","BESTKING 60/20 WG","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248583","BESTROXAM 30/10 WG","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248584","BIFEN 50 WG","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248585","BOMBERMEX 60 EC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248587","CLARION 500 EC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248589","Cleverole 50 SC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248591","CONSTEL 105/420 SC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248592","COPTEX PLUS 100/20 SC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248594","CROSSDUO 10/40 WG","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248595","CYROSTER MAX 7/303 SC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248600","DINGO 30 WG","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248601","DKLOVENZO 55 EC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248607","EFFICON 120 SL","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248612","FERGUSO 275 EC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248613","FIPROZOLE 50 SC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248615","FORAFOSTRIN 500/50 EC","active","2030-02-17","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120248616","FORAMIDA 30 WP","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248618","FORATROZINE PLUS 15/45 WG","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248622","GALATION 500 EC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248623","GALATRIN 250 EC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248632","HIPOTAN 500 SL","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248646","LASTROLE 100/50 ZC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248654","MAKSTIN 30 EC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248658","MATIKABE 180/120 SC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248659","MAZOTAM 50 SC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248671","PETA 200 EC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248672","PHEFOC 0,03 SL","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248676","PIMEX 50 WG","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248690","RENEGADE 500 SC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248691","RIACEL 30 EC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248692","RIAFOS 200 EC","active","2030-02-17","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120248696","SAMBA 55 EC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248697","SEKITO 56/92 SC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248699","SHENZI 400 SC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248702","SINOTICTURE 50 WG","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248704","SONET 75 WP","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248707","SPINOTAM 480 SC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248709","SUTORO 30 EC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248714","TOPTER MAX 15/20 WG","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248716","TRILAMAZOR 75 WP","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248720","TUTU 20/50 WG","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120248723","V-ABAHERO 20/300 EC","active","2030-02-17","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120248824","LIDER 20/100 EW","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"010101202569496","ULATGUARD 3 GR","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258732","ABAGUARD 18 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258733","ABAKING 36 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258735","ACERINE 25/50 ME","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258736","ACERO 4/40 WP","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258740","AVONIK 150/150 OD","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258741","AVOS 525 SL","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258743","BASTIANMAX 25 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258745","BENABEL PLUS 120/35 SC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258748","BUMIDOR 25 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258749","BUROX 510 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258750","CAPOLO 52 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258751","CHLORADINO PLUS 10/40 WG","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258752","CHLORDIN 100/200 SC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258753","CHLOTEFEN PLUS 150/150 SC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258754","CHROMA 50 SC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258755","CONQUER 100/200 SC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258757","CYLATE 40 SP","active","2030-07-11","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Metomil","komposisi","",""
"01010120258758","CYPEROLE 50 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258761","DIMECO 400 SL","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258766","EMATEK 55/50 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258767","EMSHIELD 30 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258769","EXIGUA 50/100 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258784","HICARB 500 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258793","HOKISET 75 SP","active","2030-07-11","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Asefat","komposisi","",""
"01010120258797","INTERDOR 3/80 WG","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258799","JADUG 30 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258800","JIBRO 50 SC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258803","K-BROADKIL 250 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258804","K-CYMONEX 500/50 EC","active","2030-07-11","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120258807","K-FASTMIL 40 SP","active","2030-07-11","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Metomil","komposisi","",""
"01010120258808","K-FINOLEX 75 SP","active","2030-07-11","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Asefat","komposisi","",""
"01010120258812","KOEDADOR 25 WP","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258814","KOEDAMA 33 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258815","KOEDATRIN 50 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258817","KOPLO 500 EC","active","2030-07-11","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","PROFENOFOS","komposisi","",""
"01010120258818","K-THION 500 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258822","LANDTRIN 50 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258823","LatoLato 40 SP","active","2030-07-11","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Metomil","komposisi","",""
"01010120258827","MAGU 420 EC","active","2030-07-11","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120258829","MARKPLUS 20/160 OD","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258830","MASTERSPIN PLUS 300/60 SC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258831","MATEX 210 OD","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258833","MAXATE 400 EC","active","2030-07-11","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Dimetoat","komposisi","",""
"01010120258834","MAXKILL 50 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258835","MAXOMEC 500/50 EC","active","2030-07-11","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120258839","MIPCIDIN 30/270 SC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258842","nikab 150 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258845","ORIZ 50 WG","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258852","PROTRUDE 400 SL","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258854","QILUSPIN 480 SC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258859","RIACRON 500 EC","active","2030-07-11","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","PROFENOFOS","komposisi","",""
"01010120258862","RIFOSTER 480 EC","active","2030-07-11","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120258863","RIKA 25 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258864","RITA 38 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258865","Rockrole 100/200 SC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258866","Rohaka 40 SP","active","2030-07-11","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Metomil","komposisi","",""
"01010120258880","TANIFOS 200 EC","active","2030-07-11","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Triazofos","komposisi","",""
"01010120258881","TANIPRO 100 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258887","ULTIMARAC 360 SC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258888","U-MaxCrop 36 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258893","WAKNIS 50 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258899","AMITES 110/110 SC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258902","azadi 0,3 EC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258907","BEYOND 525 EC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258908","BIMANIL 25 WP","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
