dataset_id,title,crop,crop_detail,diseases,data_type,data_type_detail,format,record_count,source,source_url,license,license_family,publication_year,access_date,local_path,file_size,file_size_bytes,sha256,download_status,verification_status,notes
BWM-B17-cilacap-serangan-opt,Data Serangan OPT di Kabupaten Cilacap 2018-2021 + Rekap OPT Bulanan 2026,lainnya,kelapa; cengkeh; kopi; karet; lada; kakao; pala (perkebunan) + padi,"OPT perkebunan & padi (WBC, tikus, blas, kresek) - BUKAN hortikultura",tabular,tabular,XLSX,760 KB berkas utama (bulanan x kecamatan x jenis OPT) + 7 rekap bulanan ~65 KB,Dinas Pangan & Perkebunan Kab. Cilacap,https://data.cilacapkab.go.id/,tidak dinyatakan,tidak dinyatakan,2018-2026,2026-08-25,-,~1.2 MB,,tidak-berlaku,ditolak,tidak-berlaku,"DITOLAK karena dua alasan. (1) SEKTOR SALAH: bentuknya PERSIS yang dibutuhkan - bulanan x kecamatan x jenis OPT - tapi isinya perkebunan dan padi, bukan hortikultura, dan tidak menyentuh 4 komoditas prioritas. (2) MEMUAT DATA PRIBADI: nama petugas POPT lengkap dengan NIP (yang memuat tanggal lahir) dan nama Kepala Bidang, tertanam di badan spreadsheet. Sengaja TIDAK diunduh agar tidak menyimpan PII yang tidak dibutuhkan. Nilai temuannya: membuktikan format bulanan x kecamatan x OPT MEMANG dihasilkan BPTPH/LPHP provinsi - versi hortikulturanya saja yang tidak diterbitkan terbuka."
BWM-B18-globi-bulk-zenodo,GloBI bulk interaction archive (interactions.tsv.gz),lainnya,lintas komoditas,seluruh interaksi biotik global,tabular,tabular,TSV terkompresi gzip,tidak diketahui (seluruh basis data GloBI),GloBI via depot.globalbioticinteractions.org / Zenodo,https://depot.globalbioticinteractions.org/snapshot/target/data/tsv/interactions.tsv.gz,CC-BY-4.0 / CC0 (mirror Zenodo),CC0,2026-07-29,2026-08-25,-,"2.52 GB (2520674821 byte, dari header HTTP)",,tidak-berlaku,terlalu-besar,tidak-berlaku,"2,52 GB - masih di bawah batas 3 GB per dataset tetapi TIDAK DIPERLUKAN: kueri per organisme di BWM-08 sudah menutup kebutuhan dengan 6,3 MB. Dicatat sebagai jalur cadangan bila kolom sitasi yang kosong di BWM-08 perlu dipulihkan - arsip massal memuat provenans lengkap. Hanya HEAD yang dijalankan, tidak diunduh."
BWM-B19-atap-hortikultura,Buku Angka Tetap Hortikultura 2021/2022/2023,cabai|tomat|kentang|bawang-merah,"seluruh komoditas hortikultura termasuk bawang merah, cabai, tomat, kentang","tidak ada - produksi & luas panen, bukan OPT",tabular,teks/tabular,PDF,3 buku tahunan,"Direktorat Jenderal Hortikultura, Kementerian Pertanian RI",https://hortikultura.pertanian.go.id/publikasi/,tidak dinyatakan,tidak dinyatakan,2021-2023,2026-08-25,-,"9.6 MB (ATAP 2023, Content-Length terverifikasi)",,tidak-berlaku,ditemukan,tidak-berlaku,"Tautan PDF langsung terverifikasi HTTP 200 application/pdf 9623380 byte. TIDAK diunduh karena isinya produksi & luas panen per provinsi, bukan serangan OPT - di luar lingkup lapis ini. Nilainya sebagai PENYEBUT epidemiologi (luas tanam per provinsi per komoditas untuk menormalkan luas serangan). Layak diambil bila lapis serangan OPT berhasil dilengkapi lewat PPID."
CAB-01-penyakit-kuning-begomovirus-jabar,A dataset of Yellow Disease in Horticultural Plant,cabai|lainnya,cabai; terung; kacang panjang,"Begomovirus positive; Begomovirus negative (penyakit kuning/virus kuning keriting daun), label divalidasi PCR",gambar,gambar,JPG 640x640 + TXT anotasi YOLO (berkas lepas),"5095 citra + 5095 anotasi = 10190 berkas, TAPI hanya 1959 citra unik (3136 salinan byte-identik, 61,6%); 5861 kotak (kelas 0: 3169, kelas 1: 2692)",Mendeley Data,https://data.mendeley.com/datasets/9x9kf9vwph/1,CC BY 4.0,CC BY,2024,2026-08-25,datasets/additional/CAB-01-penyakit-kuning-begomovirus-jabar,223.64 MB,223636867,lihat-SHA256SUMS,diunduh,terverifikasi,"SATU-SATUNYA dataset cabai berdata Indonesia (Bogor, Kota Bogor, Cianjur - Jawa Barat). Seluruh 10190 SHA-256 dicocokkan dengan nilai umuman Mendeley: 0 selisih. MASALAH: identitas tanaman hilang - tidak ada penanda apa pun yang memisahkan cabai dari terung/kacang panjang. Arah label 0/1 tidak dinyatakan. 97% nama berkas berpola Screenshot-2023-10-xx, tidak cocok dengan klaim foto kamera ponsel 13 MP; tanggal pada nama (Okt 2023, Jan/Agu/Sep 2023) tidak ada yang jatuh di jendela pengumpulan yang diklaim (22 Jul-9 Agu 2023). DUPLIKASI 61,6%: SHA-256 seluruh 5095 citra hanya menghasilkan 1959 nilai unik - angka yang sama persis dengan jumlah nama dasar unik, sehingga ketiga varian tiap nama dasar adalah SALINAN BIT-DEMI-BIT. Ini membantah metode yang ditulis sumber (citra diperbanyak dengan teknik cropping): tidak ada pemotongan yang terjadi. Angka efektifnya 1959 citra berbeda, bukan 5095; pembagian acak akan menaruh salinan identik di kedua sisi. 4785 dari 5095 anotasi hanya 1 kotak yang menutupi hampir seluruh bingkai. Ditaruh di additional/ karena 3 tanaman."
CAB-02-chilcv-coimbatore-figshare,Chilli Leaf Curl Virus Dataset Final Ver,cabai,cabai,"Healthy control; Initial Symptoms of ChiLCV; Severe Symptoms of ChiLCV (Begomovirus keriting daun, bertingkat keparahan)",campuran,campuran,JPG dalam ZIP + metadata CSV/XLSX/TXT,"diklaim 22069, terhitung 22829 berkas TAPI hanya 12223 unik (10606 salinan byte-identik, 46,5%); split berkas Train 17655/Val 2207/Test 2207/OOD 760, hash unik 7304/2157/2172/592",figshare,https://figshare.com/articles/dataset/Chilli_ChiLCV_Final_Ver_Dataset/32820110,CC BY 4.0,CC BY,2026,2026-08-25,datasets/priority/cabai/CAB-02-chilcv-coimbatore-figshare,1.03 GB,1032690090,e9273c218e2669e5f7ae61f8faf8689cf4a8d18049d1fb26c2c97bab9664af0d,diunduh,sebagian,"MD5 lokal cocok dengan computed_md5 Figshare. Dataset cabai terbaik dalam panen ini: metadata lapangan per gambar (image_name, class, plant_id, village, acquisition_date, session_id) untuk 880 tanaman ber-ID yang difoto berulang lintas 10 sesi - bisa dipakai untuk kurva perkembangan penyakit, bukan cuma klasifikasi. Ada OOD_Set terpisah dengan 3 model ponsel. Split dipisah per desa (bukan acak). SELISIH: cacah 22829 vs klaim 22069; README internal menyebut OOD 750 vs deskripsi 760 vs isi 760, dan Training 880 tanaman vs 364 di berkas deskripsi; Field-Validation Dataset 500 sampel yang disebut README TIDAK ADA di arsip. DUPLIKASI 46,5%: dari 4927 kelompok duplikat, 4925 tetap di dalam satu split DAN satu kelas, hanya 2 yang menyeberang Train-Test dan 0 yang menyeberang kelas - jadi pembagian latih/uji praktis tetap sahih, yang harus dikoreksi adalah angkanya (12223, bukan 22069). Dua pasangan yang menyeberang itu byte-identik tetapi mengklaim DESA dan TANGGAL berbeda, jadi metadata lapangannya tidak 100% bisa dipercaya. Hanya satu penyakit. India (Coimbatore), bukan Indonesia. Flutter Source Code.zip (489,64 MiB) sengaja tidak diunduh: kode, bukan data."
CAB-03-chilli-6-kelas-bangladesh,Chilli Leaf Disease Image Dataset for Classification and Early Diagnosis in Agriculture,cabai,cabai,Bacterial_Spot; Cercospora_Leaf_Spot; Curl_Virus; Healthy_Leaf; Nutrition Deficiency; Powdery Mildew,gambar,gambar,"JPG/PNG - 4 kelas dalam ZIP, 2 kelas berkas lepas","diklaim 8814, terhitung 8817 (Cercospora 1898; Healthy 1647; Bacterial 1629; Curl 1590; Nutrition 1207; Powdery 846)",Mendeley Data,https://data.mendeley.com/datasets/tm3v4zmh7c/1,CC BY 4.0,CC BY,2025,2026-08-25,datasets/priority/cabai/CAB-03-chilli-6-kelas-bangladesh,3.04 GB,3042059308,lihat-SHA256SUMS,diunduh,sebagian,"Seluruh 2057 berkas SHA-256 cocok dengan umuman Mendeley (0 selisih); keempat ZIP lolos unzip -t. TEMUAN UTAMA: klaim ""8814 gambar resolusi tinggi (1000x1000)"" TIDAK BENAR - sensus dimensi seluruh 8817 gambar menunjukkan hanya 23,0% yang 1000x1000, sedangkan 40,6% berukuran 256x256 dan 41,4% bersisi <512 px; ada 1968 ukuran berbeda. Powdery Mildew 92% berukuran 256x256, Curl_Virus 76%, Nutrition Deficiency 72%. Cercospora punya 1525 ukuran berbeda untuk 1898 gambar (pola scraping). Campuran PNG+JPG dalam satu kelas. TEMUAN KEDUA: kelas Cercospora_Leaf_Spot terbukti 90,5% menyalin CAB-08 - 1523 dari 1683 citra uniknya BYTE-IDENTIK dengan Cercospora Leaf Spot in Chili Pepper Leaves Image Dataset (Universidade Federal de Sergipe, Brasil, terbit 2024-08-08, 15 bulan lebih dulu), dengan nama berkas diganti sehingga jejak __roi_backremoved hilang; kedua dataset bahkan sama-sama membawa 215 salinan internal berlebih. Jadi keterangan lokasi Bangladesh untuk kelas Cercospora tidak sesuai bukti, dan CAB-03 tidak boleh digabung dengan CAB-08 dalam satu himpunan latih. Tanpa anotasi/metadata/split. Tidak ada kelas antraknosa. Bangladesh, bukan Indonesia."
CAB-04-chili-4-kelas-dhaka,"Chili Leaf Disease Dataset: Annotated Smartphone Images of Anthracnose, Cercospora Leaf Spot, Leaf Curl Disease, and Healthy Leaves in Bangladesh",cabai,cabai,Anthracnose; Cercospora Leaf Spot; Leaf Curl Disease; Fresh Leaf (sehat),campuran,campuran,JPG dalam ZIP per kelas + 2 CSV metadata per gambar,"dataset penuh 1515 citra (Fresh Leaf 432; Leaf Curl 369; Cercospora 367; Anthracnose 347); yang ada di disk 1146 citra dari 3 kelas, semuanya unik",Mendeley Data,https://data.mendeley.com/datasets/wzc6r6w5w5/3,CC BY 4.0,CC BY,2026,2026-08-25,datasets/priority/cabai/CAB-04-chili-4-kelas-dhaka,2.20 GB,2199178038,lihat-SHA256SUMS,diunduh,sebagian,"DATASET CABAI PALING BERSIH dalam panen ini. CSV metadata memuat image_hash perseptual: 0 duplikat, dan 0 hash yang muncul di lebih dari satu kelas. Kelas seimbang (347-432). Resolusi tinggi sungguhan (4080x3072 dan 4000x3000 mendominasi). Satu-satunya sumber ANTRAKNOSA daun (347 citra) - penyakit cabai terpenting di Indonesia. SEBAGIAN: total DOI 3099 MiB melebihi batas 3 GB/dataset, jadi hanya Anthracnose.zip + Cercospora Leaf Spot.zip + Fresh Leaf.zip + 2 CSV yang diunduh; ""Leaf Curl Disease.zip"" (1002 MiB, 369 citra) sengaja dilewati karena keriting daun sudah tercakup berlimpah di CAB-02 (22829 citra) dan CAB-03. Uji duplikat SHA-256 sendiri atas ketiga ZIP: 347/347, 367/367, 432/432 unik - 0% duplikat, satu-satunya dataset citra cabai dalam panen ini yang sebersih itu, dan tidak ada satu gambar pun yang beririsan dengan CAB-01, CAB-05, CAB-09, atau CAB-12. Anthracnose.zip memuat 347 gambar asli + 347 stub __MACOSX, sehingga unzip -l tanpa penyaringan akan melaporkan cacah dua kali lipat. Bangladesh, bukan Indonesia."
CAB-05-pepper-leaf-figshare,Pepper Leaf DataSet,cabai|lainnya,paprika (bell pepper),Pepper__bell___healthy; Leaf_Curl; Pepper__bell___Bacterial_spot_Leaf_Curl_Cercospora; Cerespora (ejaan asli),gambar,gambar,JPG/PNG/WEBP dalam ZIP,"diklaim 423, terhitung 1308 berkas gambar TAPI hanya 992 unik (316 salinan byte-identik, 24,2%)",figshare,https://figshare.com/articles/dataset/Pepper_Leaf_DataSet/29298239,CC BY 4.0,CC BY,2025,2026-08-25,datasets/priority/cabai/CAB-05-pepper-leaf-figshare,28.24 MB,28235125,1bdcc96f3978c80bbbc679d25fa24771ca2a67536e274c74a5e4f259617fc3a5,diunduh,sebagian,"MD5 cocok dengan Figshare, TAPI LABELNYA TIDAK SAHIH. Pola nama berkas (___JR_B.Spot, ___JR_HL, NREC_B.Spot) membuktikan turunan PlantVillage paprika. Folder Leaf_Curl: 315 dari 335 berkas justru gambar B.Spot PlantVillage dan 2 gambar daun sehat - praktis tidak ada daun keriting. Folder Cerespora: 108 dari 226 juga berkas B.Spot. Kelas Pepper__bell___Bacterial_spot_Leaf_Curl_Cercospora menggabung tiga penyakit dalam satu nama (301/301 B.Spot). Hanya folder healthy (446/446) yang konsisten. DUPLIKASI 24,2%: 1308 berkas hanya 992 SHA-256 unik, sebagian besar dari pasangan "" - Copy.jpg"" di folder Leaf_Curl. Latar studio PlantVillage. Paprika, bukan cabai Indonesia. JANGAN dipakai melatih model tanpa pelabelan ulang."
CAB-06-antraknosa-nitrogen-tabular,Nitrogen availability shapes anthracnose severity and defense-related responses in chili pepper (Capsicum annuum),cabai,cabai,antraknosa (Colletotrichum fructicola),tabular,tabular,XLSX (9 lembar) + PDF + DOCX,"3 berkas; 9 tabel, total sekitar 3700 baris",figshare (Taylor & Francis),https://tandf.figshare.com/articles/dataset/Nitrogen_availability_shapes_anthracnose_severity_and_defense-related_responses_in_chili_pepper_i_Capsicum_annuum_i_/31037350,CC BY 4.0,CC BY,2026,2026-08-25,datasets/priority/cabai/CAB-06-antraknosa-nitrogen-tabular,1.60 MB,1595375,lihat-SHA256SUMS,diunduh,terverifikasi,"Ketiga MD5 cocok dengan computed_md5 Figshare; file(1) mengonfirmasi tipe berkas. XLSX dibaca lewat python3 zipfile+ElementTree (XML mentah, tanpa membuka aplikasi/makro). ISI TERNYATA MOLEKULER, bukan epidemiologi: Table 1 resep media hara, Table 2 primer qRT-PCR, Table 3 daftar gen DEG, Table 4-8 pengayaan GO, Table 9 padanan gen cabai ke ortolog Arabidopsis. TIDAK ADA tabel keparahan penyakit, ukuran lesi, insidensi, cuaca, atau citra meski judulnya menyebut ""anthracnose severity"". Percobaan terkendali di Thailand; patogennya C. fructicola, bukan C. capsici/C. truncatum yang dominan di Indonesia."
CAB-07-chili-krishna-basin-india,"Image Dataset on Chili Leaf Diseases in the Krishna River Basin of the Deccan Plateau, India",cabai,cabai,penyakit daun cabai + fase pertumbuhan (rincian kelas tidak dibuka karena tidak diunduh),gambar,gambar,ZIP,"tidak diunduh; 4 berkas, 5053,57 MiB",Mendeley Data,https://data.mendeley.com/datasets/ymt8k9bjkn/3,CC BY 4.0,CC BY,2026,2026-08-25,-,5.30 GB,5299246105,lihat-notes,terlalu-besar,belum,"TEMUAN PROVENANS. Melebihi batas 3 GB/dataset (5053,57 MiB). Lebih penting: dua berkasnya BYTE-IDENTIK dengan berkas di 10.17632/w9mr3vf56s (CAB-10) menurut sha256 yang diumumkan KEDUA penerbit lewat Mendeley public-api: ""Chili Leaf Disease Augmented Dataset.zip"" 4773222633 byte sha256 2f4992f3ad41f7807305..., dan ""Chili Leaf Disease Original Dataset.zip"" 525828851 byte sha256 ccb3e216b58d68c4a365... Padahal asal yang diklaim berbeda total: rekaman INI (Manipal Academy of Higher Education, dibuat 2025-10-21, terbit v1 2025-10-22) menyebut lahan cabai di Bellary dan Raichur (Karnataka) serta Guntur dan Prakasam (Andhra Pradesh), India, lengkap dengan bagian ""Steps to Reproduce"" yang merinci pemilihan lokasi di Krishna River Basin; sedangkan w9mr3vf56s (Daffodil International University, dibuat 2025-02-12, terbit 2025-02-19 - DELAPAN BULAN LEBIH DULU) menyebut kebun di Charpolisha, Jamalpur, Bangladesh. Bukti ini metadata umuman penerbit, bukan byte yang diverifikasi lokal. Rekomendasi: jangan pakai keterangan lokasi dari salah satu rekaman ini tanpa konfirmasi penulis."
CAB-08-cercospora-sergipe-zenodo,Cercospora Leaf Spot in Chili Pepper Leaves Image Dataset,cabai,cabai,Cercospora leaf spot (bercak daun Cercospora),gambar,gambar,JPG dalam ZIP,"diklaim 1738, terhitung 1738 berkas JPG TAPI hanya 1523 unik (215 salinan berlebih, 12,4%)",Zenodo (Universidade Federal de Sergipe),https://zenodo.org/records/13272039,CC BY 4.0,CC BY,2024,2026-08-25,datasets/priority/cabai/CAB-08-cercospora-sergipe-zenodo,281.60 MB,281604523,18d10dec8559a3b4b37656d502055ba6c340c7d4f2987ec41edb9abe1362c8cc,diunduh,sebagian,"TEMUAN SILANG TERPENTING: seluruh 1523 citra unik dataset ini muncul BYTE-IDENTIK di dalam CAB-03-chilli-6-kelas-bangladesh/raw/Cercospora_Leaf_Spot.zip - yaitu 100% isi unik CAB-08 ada di CAB-03, dan 90,5% citra unik Cercospora CAB-03 (1523 dari 1683) sesungguhnya berasal dari sini. CAB-03 mengganti nama berkasnya (NNNN__roi_backremoved.jpg menjadi Cercospora Leaf Spot_NNN.jpg) sehingga jejak asalnya hilang, dan menyatakan citranya dikumpulkan di Bangladesh padahal ini data Brasil yang terbit 15 bulan lebih dulu. Kedua dataset bahkan sama-sama membawa 215 salinan internal berlebih. JANGAN gabungkan CAB-03 dan CAB-08 dalam satu himpunan latih. Keterbatasan lain: 12,4% duplikat internal; seluruh berkas sudah dipotong ROI dan latarnya dihapus (bukan foto lapangan utuh); TIDAK ADA mask/anotasi meski deskripsi menyebut untuk deteksi dan segmentasi lesi; kelas tunggal tanpa pembanding sehat; 1523 ukuran berbeda untuk 1738 gambar. Zenodo membalas HTTP 403 pembatasan laju tingkat jaringan selama sekitar 40 menit; berhasil setelah memakai User-Agent curl apa adanya, dan robots.txt diperiksa lebih dulu (ada baris eksplisit Allow: /api/records/*/files). Tidak ada login/paywall yang ditembus. Zenodo tidak mengumumkan sha256 di API sehingga pencocokan lintas penerbit tidak mungkin - hanya ukuran byte yang cocok."
CAB-09-pepper-penyakit-hama-mendeley,Pepper Diseases and Pests Detection,cabai|lainnya,cabai/paprika (tidak dinyatakan),TIDAK ADA LABEL di dalam arsip,gambar,gambar,JPG dalam ZIP,"100 berkas JPG (image_1..image_100), satu folder datar",Mendeley Data,https://data.mendeley.com/datasets/8mvpntr47w/1,CC BY 4.0,CC BY,2024,2026-08-25,datasets/priority/cabai/CAB-09-pepper-penyakit-hama-mendeley,220.73 MB,220732426,58c7928899a7de3fce6ab2274e0e8a694978fcb8b2512a70ad920b17bd3aaafe,diunduh,sebagian,"SHA-256 cocok persis dengan umuman Mendeley - integritas unduhan pasti. TAPI isinya jauh lebih miskin dari deskripsi: sumber menjanjikan ""gambar dan metadata beranotasi"", yang tersedia hanya 100 JPG tanpa subfolder kelas, tanpa berkas anotasi, tanpa metadata. Nama arsipnya ""PepperDiseaseTest"" - kemungkinan hanya split uji dari koleksi lebih besar yang tidak diterbitkan. Tidak ada modalitas kedua meski naskah induknya berjudul multi-modal. Ukuran gambar 56 KB-10,9 MB (koleksi campuran). Asal geografis tidak dinyatakan. Tidak bisa dipakai melatih/menguji tanpa pelabelan ulang manual."
CAB-10-chili-daun-fase-bangladesh,Chili Plant Leaf Disease and Growth Stage Dataset from Bangladesh,cabai,cabai,penyakit daun cabai + fase pertumbuhan (kelas tidak dibuka karena tidak diunduh),gambar,gambar,ZIP,"diklaim 3570 citra; 4 berkas, 8766,4 MiB",Mendeley Data,https://data.mendeley.com/datasets/w9mr3vf56s/1,CC BY 4.0,CC BY,2025,2026-08-25,-,9.19 GB,9193631615,lihat-notes,terlalu-besar,belum,"Melebihi batas 3 GB/dataset (8766,4 MiB). Rekaman ini adalah yang LEBIH DULU TERBIT dari pasangan duplikat byte-identik dengan CAB-07 (ymt8k9bjkn) - lihat catatan CAB-07 untuk rinciannya. Subset resmi ""Chili Leaf Disease Original Dataset.zip"" (501,47 MiB) sebenarnya bisa diunduh terpisah, tapi dilewati agar anggaran 8 GB/agen tetap aman dan karena data penyakit cabai Bangladesh sudah diwakili CAB-03 dan CAB-04 yang metadatanya lebih baik."
CAB-11-cold-chilli-koppal,chilli dataset (bagian cabai dari COLD - Chilli and Onion Leaf Dataset),cabai,cabai,cercospora/cerocospora; healthy; murda complex (tungau Polyphagotarsonemus latus + trips Scirtothrips dorsalis); nutritional deficiency; powdery mildew (Leveillula taurica),gambar,gambar,JPG dalam 3 arsip RAR (2 RAR5 + 1 RAR4),"makalah mengklaim 10987, terhitung 13983 berkas JPG (resized_raw 1932; cropped 532; cropped_resized 11519). Arsip mentah per kelas: cerocospora 899; healthy 329; murda 275; nutritional 267; powdery mildew 162",Mendeley Data,https://data.mendeley.com/datasets/tf9dtfz9m6/2,CC BY 4.0 (metadata Mendeley) vs CC BY-NC 4.0 (makalah Data in Brief) - BERTENTANGAN,CC BY-NC(-SA),2024,2026-08-25,datasets/priority/cabai/CAB-11-cold-chilli-koppal,544.03 MB,544025111,lihat-SHA256SUMS,diunduh,sebagian,"Ketiga SHA-256 cocok dengan umuman Mendeley. Lingkungan tidak punya unrar/unar/7z, jadi daftar isi dibaca dengan mengurai HEADER RAR4/RAR5 langsung dari byte lewat skrip python3 sendiri (tanpa dekompresi, tanpa menjalankan apa pun) - karena piksel belum didekompresi, status sebagian. SATU-SATUNYA dataset dalam panen ini yang punya kelas HAMA (murda complex = tungau+trips) dan salah satu dari dua yang punya embun tepung. KEBOCORAN LATIH/UJI PARAH: 179 dari 227 indeks sumber di augment/test juga ada di augment/train (78,9%); plus 6 nama berkas identik di raw train dan test. Ejaan kelas tidak konsisten antar arsip (cercospora vs cerocospora dll). LISENSI BERTENTANGAN antara Mendeley (CC BY) dan makalah (CC BY-NC) - perlakukan sebagai NC. Makalah menyitasi versi .3 yang tidak ada di API (hanya v1 dan v2). India (Koppal, Karnataka)."
CAB-12-tcp-tomat-cabai-pepaya,TCP (Tomato-Chilli-Papaya Fruit & Leaf) Disease Dataset,cabai|tomat|lainnya,cabai; tomat; pepaya,cabai: Chili Bacterial Spot; Chili Healthy Leaf; Chilli Cercospora Leaf Spot; Chilli Curl Virus; Chilli Nutrition Deficiency; Chilli White spot; Disease Chilli (buah); Health chilli (buah). Plus 5 kelas tomat dan 7 kelas pepaya,gambar,gambar,JPG/JPEG/PNG dalam ZIP,"9541 gambar total (cabai 2818; tomat 4202; pepaya 2521); 9364 unik (177 salinan berlebih, 1,9%)",Mendeley Data,https://data.mendeley.com/datasets/m4m6j2tjfj/4,CC BY 4.0,CC BY,2026,2026-08-25,datasets/additional/CAB-12-tcp-tomat-cabai-pepaya,199.40 MB,199396470,07135e5acd1948b5c8c0d80401eb7fe4a13ef3e12717ca6ea16cc758bcc5fe49,diunduh,terverifikasi,"SHA-256 dan ukuran byte cocok persis dengan umuman Mendeley; unzip -t lolos. Diambil agen cabai karena SATU-SATUNYA sumber CITRA BUAH CABAI dalam seluruh panen (Disease Chilli 174 + Health chilli 218) - semua dataset cabai lain hanya memotret daun, padahal antraknosa/patek menyerang buah. Juga satu-satunya yang punya kelas Chilli White spot. HANYA 1 DARI 2 BERKAS DI DOI yang diunduh: ""Three Fruit and leaf crops disease dataset.zip"" (1732 MiB) dilewati demi anggaran 8 GB/agen. Resolusi rendah (16-60 KB per gambar). Penamaan tidak konsisten (Chili vs Chilli). Kelas buah cuma Disease/Health tanpa nama penyakit. Tidak ada kelas antraknosa daun. Rajasthan, India. Ditaruh di additional/ karena 3 tanaman."
CAB-13-chilcv-16gb-figshare,Chilli leaf curl virus dataset,cabai,cabai,daun cabai sehat dan terinfeksi chilli leaf curl virus (ChiLCV),gambar,gambar,ZIP tunggal,"tidak dinyatakan; 1 berkas 16120,71 MiB",figshare,https://figshare.com/articles/dataset/Chilli_leaf_curl_virus_dataset/31035043,CC BY 4.0,CC BY,2026,2026-08-25,-,16.90 GB,16904011776,md5 penerbit 0a930e7e52b18dcf6048b13873f8c6ce,terlalu-besar,tidak-berlaku,"16,1 GiB dalam SATU berkas ZIP - lima kali lipat batas 3 GB/dataset dan dua kali lipat batas 8 GB/agen; sumber tidak menyediakan subset resmi terpisah, jadi tidak ada jalan mengambil sebagian. Penulis sama dengan CAB-02 (Kannan M; Parthasarathy Seethapathy) dan temanya sama (ChiLCV), sehingga besar kemungkinan CAB-02 adalah versi kurasi dari koleksi ini - CAB-02 sudah memberi 22829 citra ChiLCV berlabel dan bermetadata dengan ongkos 985 MiB."
CAB-14-arten-multicrop-mendeley,ARTEN-Enhanced Multi-Crop Disease Dataset,cabai,pisang; cabai; kacang tanah; kembang kol; lobak,penyakit daun lima tanaman (kelas cabai tidak dirinci sumber),gambar,gambar,ZIP,"diklaim 21875 citra 640x640; 1 berkas 1753,18 MiB",Mendeley Data,https://data.mendeley.com/datasets/s2sxywhtx5/1,CC BY 4.0,CC BY,2026,2026-08-25,-,1.84 GB,1838328975,,ditemukan,belum,"Muat dalam batas ukuran dan lisensinya terbuka, tapi SENGAJA tidak diunduh: seluruh citranya sudah DIOLAH oleh jaringan peningkat citra ""ARTEN"" (Attention-guided Residual Texture Enhancement Network) buatan penulis sendiri. Untuk basis data rujukan Pranatani, gambar yang sudah dimanipulasi model bukan bukti visual yang sah - model yang dilatih di sini belajar artefak ARTEN, bukan gejala. Sumber tidak menerbitkan citra aslinya. Porsi cabai juga tidak dirinci."
CAB-15-multicrop-vit-mendeley,Multi-Crop Disease Dataset,cabai,pisang; cabai; lobak; kacang tanah; kembang kol,"lebih dari 30 kelas; disebut Sigatoka, Leaf Curl, Anthracnose, Rust, Downy Mildew, Black Rot",gambar,gambar,gambar 640x640 + anotasi kotak YOLO,diklaim lebih dari 23000 citra; daftar berkas tidak bisa diambil,Mendeley Data,https://data.mendeley.com/datasets/6243z8r6t6/1,CC BY 4.0,CC BY,2025,2026-08-25,-,tidak diketahui,,,ditemukan,belum,"API Mendeley public-api untuk id ini konsisten membalas HTTP 504 pada empat percobaan terpisah lintas satu jam, sehingga manifes berkas, ukuran, dan checksum TIDAK BISA diambil - tanpa itu unduhan tidak bisa diverifikasi. Metadata di baris ini berasal dari halaman web dataset (VIT University Chennai, Prem Kumar E, 26 Juni 2025), dikumpulkan November-Januari 2024 di Chengalpattu, Kanchipuram, dan Krishnagiri, Tamil Nadu. Menarik karena beranotasi kotak YOLO dan memuat Anthracnose; layak dicoba ulang saat API pulih."
CAB-16-pepper-bell-mendeley,Pepper Bell Leaf Disease,lainnya,paprika (bell pepper),Bacterial Spot; Cercospora Leaf Spot; Healthy; Leaf Curl; Nutrition Deficiency; Powdery Mildew,gambar,gambar,JPG berkas lepas,"diklaim 9283 citra; 9283 berkas, 733,83 MiB",Mendeley Data,https://data.mendeley.com/datasets/w9drvtxg9g/1,CC BY 4.0,CC BY,2026,2026-08-25,-,769.48 MB,769482055,,ditemukan,belum,"Tidak diunduh atas dasar pemeriksaan nama berkas di manifes API: pola ___JR_B.Spot_NNNN.JPG dan ___NREC_B.Spot menunjukkan turunan PlantVillage paprika, dan sufiks _180deg serta _flipTB menunjukkan augmentasi rotasi/cermin ikut dihitung sebagai citra. Artinya 9283 bukan 9283 foto berbeda. Paprika, bukan cabai Indonesia. PlantVillage sendiri milik agen tomat (TOM-01), jadi mengunduh turunan augmentasinya menambah ongkos tanpa menambah informasi."
CAB-17-pepper-yangzhou-onrequest,"Pepper leaf disease dataset (Xijiang Agro-ecological Park, Yangzhou)",cabai|lainnya,cabai/paprika,pepper scab; pepper powdery mildew; pepper anthracnose; pepper white spot disease; pepper blight; pepper botrytis cinerea,gambar,gambar,tidak dinyatakan,"diklaim 5669 citra asli, 6 kelas",Frontiers in Plant Science (artikel 10.3389/fpls.2023.1230886),https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2023.1230886/full,tidak dinyatakan,tidak dinyatakan,2023,2026-08-25,-,tidak diketahui,,,terhalang-akun,tidak-berlaku,"Cakupan kelasnya paling menarik dari semua kandidat (satu-satunya yang punya pepper blight/Phytophthora dan botrytis sekaligus antraknosa), tapi TIDAK ADA repositori, DOI data, atau tautan unduh. Pernyataan ketersediaan data artikel: data mentah akan disediakan penulis atas permintaan, tanpa keberatan berlebihan. Sesuai KETENTUAN bagian 2.1, permintaan lewat penulis diperlakukan sebagai terhalang-akun dan tidak ditembus. Yangzhou, Jiangsu, Cina, 2020. Lisensi datanya tidak dinyatakan."
